Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Schmarchetype, A.",ARI,1,5,2,0,6,3
"Pancake, P.",ARI,1,15,1,0,6,3
"Carter, P.",ARI,1,5,0,0,6,3
"Asipi, A.",ARI,0,0,7,0,6,3
"Pest, T.",ARI,0,0,7,0,6,3
"Thomas, A.",ARI,0,0,5,1,6,3
"Timlin, S.",ARI,0,0,2,1,6,3
"Law, C.",ARI,0,0,2,0,6,3
"Tuck, J.",ARI,0,0,2,0,6,3
"Mackworthy, R.",ARI,0,0,1,0,6,3
"Milan, C.",PHI,2,20,4,1,6,3
"Kamaka, E.",PHI,2,20,0,0,6,3
"Bennett, A.",PHI,1,5,3,1,6,3
"Boyd, M.",PHI,1,5,2,2,6,3
"Ridley, W.",PHI,1,5,0,0,6,3
"Tucker, P.",PHI,1,15,0,0,6,3
"Walters, S.",PHI,0,0,3,4,6,3
"Hendrix, M.",PHI,0,0,3,0,6,3
"DiMirio, P.",PHI,0,0,1,0,6,3
"O'Connell, K.",PHI,0,0,1,0,6,3
"Wright, O.",PHI,0,0,0,2,6,3
