Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Tidwell, R.",AUS,4,90,22.5,36,0,7,23
"Larson, P.",AUS,4,24,6,8,0,7,23
"Gaines, N.",AUS,4,21,5.2,7,1,7,23
"Jeeta, E.",AUS,2,15,7.5,10,0,7,23
"Jones, K.",AUS,1,6,6,6,0,7,23
"Mendonca, M.",AUS,1,3,3,3,0,7,23
"Blocksdale Jr., A.",PHI,6,66,11,22,1,7,23
"Varga, N.",PHI,4,57,14.2,23,1,7,23
"Torenson, S.",PHI,4,40,10,26,0,7,23
"Vuxta, R.",PHI,3,32,10.7,14,0,7,23
"Panda, F.",PHI,2,29,14.5,17,0,7,23
"Arrabiata, D.",PHI,2,9,4.5,6,0,7,23
"Dotson, F.",PHI,1,5,5,5,0,7,23
