Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Edmond, H.",AUS,12,1,1,3,0,0,0,0,0,0,0,0,7,23
"Mendoza, C.",AUS,7,0,0,0,0,0,0,0,0,0,0,0,7,23
"Sexjoke, A.",AUS,7,0,0,0,0,0,0,0,0,0,0,0,7,23
"Idlewyld, K.",AUS,6,0,1,0,0,0,0,0,0,0,0,0,7,23
"Summers, H.",AUS,6,0,1,1,0,0,0,0,0,0,0,0,7,23
"Okura, T.",AUS,5,0,0,0,0,0,0,0,0,0,0,0,7,23
"Porter, G.",AUS,4,1,1,0,0,0,0,0,0,0,0,0,7,23
"Claxton, S.",AUS,3,0,0,0,0,0,0,0,0,0,0,0,7,23
"Egghands, T.",AUS,3,1,1,0,0,0,0,0,0,0,0,0,7,23
"MacGregor, G.",AUS,2,0,0,0,0,0,0,0,0,0,0,0,7,23
"McTackle, R.",AUS,2,0,0,0,0,0,0,0,0,0,0,0,7,23
"Lavelle Jr., D.",AUS,1,0,0,0,0,0,0,0,0,0,0,0,7,23
"Stephens, W.",PHI,8,0,0,1,0,0,0,0,0,0,0,0,7,23
"Cross, M.",PHI,7,0,0,0,0,0,0,0,0,0,0,0,7,23
"Howyanow, W.",PHI,6,0,0,0,0,0,0,0,0,0,0,0,7,23
"D'Attoria V, R.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,7,23
"Booker, B.",PHI,4,0,0,0,0,0,0,0,0,0,0,0,7,23
"Smoothie, E.",PHI,4,0,0,0,0,0,0,0,0,0,0,0,7,23
"Eriksen, W.",PHI,3,0,1,0,0,0,0,1,1,0,0,0,7,23
"Gronlie, T.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,7,23
"Suzuki, S.",PHI,3,3,0,0,0,0,0,0,0,0,0,0,7,23
"Gimmy, I.",PHI,1,0,0,0,0,0,0,0,0,0,0,0,7,23
