Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Six, S.",OCO,1,10,2,0,1,14
"Thirteen, S.",OCO,0,0,4,1,1,14
"Five, S.",OCO,0,0,3,0,1,14
"Four, S.",OCO,0,0,2,0,1,14
"Twelve, S.",OCO,0,0,2,0,1,14
"Adams, R.",OCO,0,0,1,0,1,14
"Zephyrous, S.",OCO,0,0,1,0,1,14
"Pennington, B.",YKW,3,35,0,0,1,14
"Wizardry, D.",YKW,1,10,5,1,1,14
"Amper, T.",YKW,1,15,5,0,1,14
"Bakshi, S.",YKW,1,4,0,0,1,14
"Cox, P.",YKW,1,5,0,0,1,14
"Parker, J.",YKW,1,5,0,0,1,14
"Ones, B.",YKW,0,0,4,0,1,14
"Rchon, A.",YKW,0,0,3,0,1,14
"Pooky, S.",YKW,0,0,2,1,1,14
"Mushing, M.",YKW,0,0,2,0,1,14
"Pitcher, A.",YKW,0,0,1,1,1,14
