Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Anoa'i, D.",OCO,4,50,12.5,19,0,1,14
"Sunnycursed, N.",OCO,3,79,26.3,50,1,1,14
"Blaze, J.",OCO,3,24,8,10,1,1,14
"Crush, C.",OCO,2,50,25,44,0,1,14
"Adams, R.",OCO,2,41,20.5,37,1,1,14
"McPoyal, G.",OCO,1,7,7,7,0,1,14
"Zephyrous, S.",OCO,1,5,5,5,0,1,14
"Helanen, T.",YKW,5,46,9.2,15,0,1,14
"Pitcher, A.",YKW,4,14,3.5,6,0,1,14
"Pennington, B.",YKW,3,32,10.7,12,0,1,14
"Wizardry, D.",YKW,3,7,2.3,5,0,1,14
"Swift, N.",YKW,2,18,9,14,0,1,14
"Parker, J.",YKW,2,15,7.5,11,0,1,14
"Carrasco, T.",YKW,1,12,12,12,0,1,14
