Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Gabagool, T.",COL,12,1,1,0,0,0,0,0,0,0,0,0,4,19
"Berry, M.",COL,8,0,2,0,0,0,0,0,0,0,0,0,4,19
"Parker, P.",COL,7,0,0,0,0,0,0,0,0,0,0,0,4,19
"Hornbacher, A.",COL,5,0,0,0,0,0,0,0,0,0,0,0,4,19
"Purchase, L.",COL,5,0,0,0,0,0,0,0,0,0,0,0,4,19
"Taffy, T.",COL,5,3,1,0,0,0,0,0,0,0,0,0,4,19
"Sinclair, Q.",COL,4,0,0,2,0,0,0,0,0,0,0,0,4,19
"Lejune, L.",COL,2,0,0,0,0,0,0,0,0,0,0,0,4,19
"Ocewilder, S.",COL,1,0,0,0,0,0,0,0,0,0,0,0,4,19
"Thumper, B.",COL,1,0,1,0,0,0,0,0,0,0,0,0,4,19
"Selich, A.",YKW,8,0,0,1,0,0,0,0,0,0,0,0,4,19
"Kroustis, G.",YKW,6,0,0,0,0,0,0,0,0,0,0,0,4,19
"Lewis, L.",YKW,6,0,0,2,0,0,0,0,0,0,0,0,4,19
"Grithead, D.",YKW,5,0,1,1,0,0,0,0,0,0,0,0,4,19
"Leonard, M.",YKW,4,0,0,1,1,0,0,0,0,0,0,0,4,19
"Snuggles, J.",YKW,4,0,0,0,0,0,0,1,0,0,0,0,4,19
"Uchiha, L.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,4,19
"Kearse, J.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,4,19
"Smyles, L.",YKW,3,0,0,0,0,0,0,0,0,0,0,0,4,19
"Virtanen, M.",YKW,3,1,0,0,0,0,0,0,1,0,0,0,4,19
"Alexander, N.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,4,19
