Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Wright, O.",AZ,2,10,3,0,9,7
"Mackworthy, R.",AZ,1,5,5,2,9,7
"Robotman, C.",AZ,1,10,3,0,9,7
"Booter, F.",AZ,1,10,0,0,9,7
"Browning, B.",AZ,1,9,0,0,9,7
"Robotman, A.",AZ,0,0,5,0,9,7
"Robotman, E.",AZ,0,0,4,1,9,7
"Robotman, B.",AZ,0,0,4,0,9,7
"Robotman, D.",AZ,0,0,4,0,9,7
"Knuckler, B.",COL,2,15,6,1,9,7
"Danger, D.",COL,1,15,0,0,9,7
"Miller, H.",COL,1,3,0,0,9,7
"Aaron, D.",COL,1,5,0,0,9,7
"Gustavsson, E.",COL,1,5,0,0,9,7
"Vibrations, F.",COL,0,0,6,0,9,7
"Down, D.",COL,0,0,5,0,9,7
"Windchesthair, A.",COL,0,0,4,1,9,7
"Bastard, F.",COL,0,0,1,0,9,7
"Crush, C.",COL,0,0,1,0,9,7
"Joyce, S.",COL,0,0,1,0,9,7
