Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Lovote, M.",OCO,1,5,0,0,3,20
"Mbanefo, K.",OCO,1,10,0,0,3,20
"Oles, K.",OCO,1,5,0,0,3,20
"Z, D.",OCO,1,5,0,0,3,20
"Iridian, G.",OCO,0,0,8,0,3,20
"Wokkenfuss, G.",OCO,0,0,4,0,3,20
"Harrison, H.",OCO,0,0,3,1,3,20
"Johns, A.",OCO,0,0,3,0,3,20
"Blaze, J.",OCO,0,0,2,0,3,20
"Pak, Y.",OCO,0,0,2,0,3,20
"Reed, A.",OCO,0,0,1,0,3,20
"Arbage, G.",AZ,1,5,8,0,3,20
"Chungus, M.",AZ,1,5,4,0,3,20
"Bur'Berry, J.",AZ,1,5,2,0,3,20
"Block, T.",AZ,1,5,1,1,3,20
"Donut, S.",AZ,1,5,0,0,3,20
"Unk, J.",AZ,0,0,4,0,3,20
"Bakhtiari, S.",AZ,0,0,3,0,3,20
"Irving, J.",AZ,0,0,2,0,3,20
"Ruff, R.",AZ,0,0,1,0,3,20
