Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Virtanen, M.",YKW,13,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Quaid, D.",YKW,8,1,2,0/0,0,0,0,0,"[0, 0, 0]"
"Hellzapoppin, J.",YKW,7,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Valdyr, M.",YKW,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,4,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Jensen, C.",YKW,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Money, P.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cho, J.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,1,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Summers, H.",AUS,9,1,1,0/0,1,1,0,0,"[0, 0, 0]"
"Mendoza, C.",AUS,8,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Sexjoke, A.",AUS,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,7,0,0,0/0,4,1,0,0,"[0, 0, 0]"
"Okura, T.",AUS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"MacGregor, G.",AUS,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Egghands, T.",AUS,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"McTackle, R.",AUS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Porter, G.",AUS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Idlewyld, K.",AUS,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rambo, J.",AUS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
