Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Drake, J.",COL,8,0,0,0/1,1,0,0,0,0/0/0,1,0,0,0,1,25
"Murder-Moose, M.",COL,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Ruschmann, A.",COL,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Stephens, W.",COL,5,1,1,1/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Blackstone, I.",COL,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Parker, P.",COL,4,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Purchase, L.",COL,4,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,1,25
"Scott, R.",COL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"de Pengu, A.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Sanchez, I.",COL,1,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Sly, G.",COL,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Adams, X.",SAR,9,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,1,25
"Andrews, H.",SAR,8,1,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"Dillmiballs, F.",SAR,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Clemente, C.",SAR,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,1,25
"Goku, S.",SAR,5,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Mango-Panda, H.",SAR,5,0,1,0/0,3,0,0,0,0/0/0,0,0,0,0,1,25
"Nkiah, J.",SAR,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Beat, N.",SAR,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Heights, A.",SAR,3,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Edd, B.",SAR,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Karpaasi, M.",SAR,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,1,25
"Banks II, D.",SAR,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,1,25
"Doe, B.",SAR,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,1,25
