Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Gabagool, T.",COL,11,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lejune, L.",COL,9,0,1,0/0,2,1,0,0,"[1, 0, 0]"
"Hornbacher, A.",COL,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Purchase, L.",COL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sinclair, Q.",COL,4,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Berry, M.",COL,3,0,1,0/0,3,0,0,0,"[0, 0, 0]"
"Ocewilder, S.",COL,3,0,1,0/0,0,0,1,0,"[0, 0, 0]"
"Parker, P.",COL,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Bacon, T.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taffy, T.",COL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,10,1,0,0/0,2,0,0,0,"[0, 0, 0]"
"Vans, R.",BAL,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Poopsie, D.",BAL,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Acho, M.",BAL,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Terim, F.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Uchiha, L.",BAL,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Baldari, F.",BAL,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harris, B.",BAL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Marston, J.",BAL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
