,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,1,1,15:00,3600,1,10,YKW,25,"Kickoff by Small, J. through the back of the endzone. Touchback.",15,8,YKW,BAL,BAL,25,0,0
1,2,1,15:00,3600,1,10,YKW,25,"Jack, C. is SACKED by Gary Goodman (R) - DE for -7 yds.",15,8,YKW,BAL,YKW,75,0,0
2,2,1,14:25,3565,2,17,YKW,18,"Pass by Jack, C. to Rechs (R), Z. was dropped! Incomplete.",15,8,YKW,BAL,YKW,82,0,0
3,2,1,13:54,3534,3,17,YKW,18,"Pass by Jack, C., complete to Sakura (C), K. for 37 yds. Tackle by Stackinpaper, B.. First Down!",15,8,YKW,BAL,YKW,82,0,0
4,2,1,12:58,3478,1,10,BAL,44,"Rush by Z, D. for -1 yds. Tackle by Kennedy, D..",15,8,YKW,BAL,YKW,44,0,0
5,2,1,12:30,3450,2,11,BAL,46,"Pass by Jack, C. to Rechs (R), Z. is incomplete. Broken up by Harris, C..",15,8,YKW,BAL,YKW,46,0,0
6,2,1,12:19,3439,3,11,BAL,46,"Pass by Jack, C., complete to Sakura (C), K. for 5 yds. Tackle by Stackinpaper, B..",15,8,YKW,BAL,YKW,46,0,0
7,2,1,11:44,3404,4,6,BAL,40,"Pass by Jack, C., complete to Sakura (C), K. for 8 yds. Tackle by Stackinpaper, B.. First Down!",15,8,YKW,BAL,YKW,40,0,0
8,2,1,11:03,3363,1,10,BAL,32,"Rush by Z, D. for 0 yds. Tackle by Green, W..",15,8,YKW,BAL,YKW,32,0,0
9,2,1,10:28,3328,2,10,BAL,32,"Pass by Jack, C., complete to Rechs (R), Z. for 2 yds. Tackle by Green, W..",15,8,YKW,BAL,YKW,32,0,0
10,2,1,9:49,3289,3,8,BAL,30,"Pass by Jack, C. to Sakura (C), K. falls incomplete.",15,8,YKW,BAL,YKW,30,0,0
11,2,1,9:26,3266,4,8,YKW,30,"Punt by Kokot (R), B. of 30 yards.  Touchback.",15,8,YKW,BAL,BAL,30,0,0
12,1,1,9:23,3263,1,10,BAL,25,"Yellowknife Penalty on Dookmarriot, L.: Neutral Zone Infraction.",15,8,YKW,BAL,BAL,75,0,0
13,1,1,9:23,3263,1,5,BAL,30,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 19 yds. Tackle by Leonard, M.. First Down!",15,8,YKW,BAL,BAL,70,0,0
14,1,1,8:39,3219,1,10,BAL,49,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 15 yds. Tackle by Leonard, M.. First Down!",15,8,YKW,BAL,BAL,51,0,0
15,1,1,7:58,3178,1,10,YKW,35,"Pass by Fujiwara (C), C. to Brown (R), K. falls incomplete.",15,8,YKW,BAL,BAL,35,0,0
16,1,1,7:43,3163,2,10,YKW,35,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 1 yds. Tackle by Dookmarriot, L..",15,8,YKW,BAL,BAL,35,0,0
17,1,1,7:12,3132,3,8,YKW,34,"Pass by Fujiwara (C), C., complete to Campbell (R), J. for 13 yds. Tackle by Valdyr, M.. First Down!",15,8,YKW,BAL,BAL,34,0,0
18,1,1,6:30,3090,1,10,YKW,20,"Rush by Fukushu, M. for 13 yds. Tackle by Quaid, D.. First Down!",15,8,YKW,BAL,BAL,20,0,0
19,1,1,5:51,3051,1,7,YKW,7,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 5 yds. Tackle by Leonard, M..",15,8,YKW,BAL,BAL,7,0,0
20,1,1,5:14,3014,2,2,YKW,2,"Pass by Fujiwara (C), C., complete to Campbell (R), J. for 2 yds. TOUCHDOWN!  (Small kick good)",15,8,YKW,BAL,BAL,2,0,7
