,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,2,1,15:00,3600,1,10,BAL,25,"Kickoff by Kokot (R), B. through the back of the endzone. Touchback.",15,10,YKW,BAL,YKW,25,0,0
1,1,1,15:00,3600,1,10,BAL,25,"Rush by Z, D. for a short gain. Tackle by Thomaslacher (R), B..",15,10,YKW,BAL,BAL,75,0,0
2,1,1,14:36,3576,2,9,BAL,25,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 12 yds. Tackle by Leonard, M.. First Down!",15,10,YKW,BAL,BAL,75,0,0
3,1,1,13:52,3532,1,10,BAL,37,"Rush by Fukushu, M. for 7 yds. Tackle by Quaid, D..",15,10,YKW,BAL,BAL,63,0,0
4,1,1,13:20,3500,2,2,BAL,45,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 4 yds. Tackle by Z, D.. First Down!",15,10,YKW,BAL,BAL,55,0,0
5,1,1,12:36,3456,1,10,BAL,49,"Fujiwara (C), C. is SACKED by Draftee Z - CB for -7 yds.",15,10,YKW,BAL,BAL,51,0,0
6,1,1,12:01,3421,2,17,BAL,41,"Pass by Fujiwara (C), C., complete to Ash, R. for 7 yds. Tackle by Foster (R), D..",15,10,YKW,BAL,BAL,59,0,0
7,1,1,10:59,3359,3,9,BAL,49,"Rush by Fukushu, M. for 4 yds. Tackle by Quaid, D..",15,10,YKW,BAL,BAL,51,0,0
8,1,1,10:29,3329,4,5,BAL,46,"Punt by Small, J. of 46 yards.  Touchback.",15,10,YKW,BAL,YKW,46,0,0
9,2,1,10:24,3324,1,10,YKW,25,"Rush by Z, D. for 4 yds. Tackle by Kennedy, D..",15,10,YKW,BAL,YKW,75,0,0
10,2,1,9:48,3288,2,5,YKW,29,"Rush by Z, D. for 0 yds. Tackle by Hole, M..",15,10,YKW,BAL,YKW,71,0,0
11,2,1,9:22,3262,3,6,YKW,28,"Pass by Jack, C., complete to Rechs (R), Z. for 67 yds. Tackle by Avery, E.. First Down!",15,10,YKW,BAL,YKW,72,0,0
12,2,1,7:58,3178,1,4,BAL,4,"Rush by Rowe, D. for 4 yds. Tackle by Harris, C..",15,10,YKW,BAL,YKW,4,0,0
13,2,1,7:24,3144,2,1,BAL,1,"Yellowknife Penalty on Kross, C.: False Start.",15,10,YKW,BAL,YKW,1,7,0
14,2,1,7:24,3144,2,5,BAL,5,Rush by D Z for 5 yds. TOUCHDOWN!  (Kokot (R) kick good),15,10,YKW,BAL,YKW,5,7,0
15,2,1,7:14,3134,1,10,BAL,25,"Kickoff by Kokot (R), B. through the back of the endzone. Touchback.",15,10,YKW,BAL,YKW,25,7,0
16,1,1,7:14,3134,1,10,BAL,25,"Pass by Fujiwara (C), C. to Ash, R. was dropped! Incomplete.",15,10,YKW,BAL,BAL,75,7,0
17,1,1,6:53,3113,2,10,BAL,25,"Rush by Fukushu, M. for 3 yds. Tackle by Thomaslacher (R), B..",15,10,YKW,BAL,BAL,75,7,0
18,1,1,6:31,3091,3,6,BAL,28,"Pass by Fujiwara (C), C. to Brown (R), K. is incomplete. Broken up by Thomaslacher (R), B..",15,10,YKW,BAL,BAL,72,7,0
19,1,1,6:15,3075,4,6,YKW,28,"Punt by Small, J. of 36 yards.  No return. First Down!",15,10,YKW,BAL,YKW,72,7,0
20,2,1,6:07,3067,1,10,YKW,35,"Rush by Z, D. for 3 yds. Tackle by De Ville (C), D..",15,10,YKW,BAL,YKW,65,7,0
21,2,1,5:39,3039,2,6,YKW,39,"Pass by Jack, C., complete to Rechs (R), Z. for 7 yds. Tackle by Z, D.. First Down!",15,10,YKW,BAL,YKW,61,7,0
22,2,1,4:59,2999,1,10,YKW,46,"Jack, C. is SACKED by Walt Green - SS for -7 yds.",15,10,YKW,BAL,YKW,54,7,0
23,2,1,4:35,2975,2,17,YKW,39,"Pass by Jack, C., complete to Sakura (C), K. for 6 yds. Tackle by Stackinpaper, B..",15,10,YKW,BAL,YKW,61,7,0
24,2,1,3:56,2936,3,10,YKW,45,"Pass by Jack, C., complete to Sakura (C), K. for 12 yds. Tackle by Stackinpaper, B.. First Down!",15,10,YKW,BAL,YKW,55,7,0
25,2,1,3:24,2904,1,10,BAL,42,"Pass by Jack, C., complete to Rechs (R), Z. for 8 yds. Tackle by Z, D..",15,10,YKW,BAL,YKW,42,7,0
26,2,1,2:42,2862,2,2,BAL,34,"Rush by Z, D. for 5 yds. Tackle by De Ville (C), D.. First Down!",15,10,YKW,BAL,YKW,34,7,0
27,2,1,2:03,2823,1,10,BAL,29,"Pass by Jack, C., complete to Kross, C. for 14 yds. Tackle by Avery, E.. Baltimore Penalty on Baker, D.: Unsportsmanlike Conduct. First Down!",15,10,YKW,BAL,YKW,29,7,0
28,2,1,1:44,2804,1,7,BAL,7,"Yellowknife Penalty on Vermillion (R), J.: False Start.",15,10,YKW,BAL,YKW,7,14,0
29,2,1,1:44,2804,1,12,BAL,12,"Pass by Jack, C., complete to Z, D. for 12 yds. TOUCHDOWN!  (Kokot (R) kick good)",15,10,YKW,BAL,YKW,12,14,0
30,2,1,1:20,2780,1,10,BAL,25,"Kickoff by Kokot (R), B. through the back of the endzone. Touchback.",15,10,YKW,BAL,YKW,25,14,0
31,1,1,1:20,2780,1,10,BAL,25,"Yellowknife Penalty on Lyons, B.: Neutral Zone Infraction.",15,10,YKW,BAL,BAL,75,14,0
32,1,1,1:20,2780,1,5,BAL,30,"Rush by Fukushu, M. for 9 yds. Tackle by Foster (R), D.. First Down!",15,10,YKW,BAL,BAL,70,14,0
33,1,1,0:52,2752,1,10,BAL,39,"Rush by Fukushu, M. for 4 yds. Tackle by Dookmarriot, L..",15,10,YKW,BAL,BAL,61,14,0
34,1,1,0:36,2736,2,6,BAL,43,"Pass by Fujiwara (C), C., complete to Ash, R. for 2 yds. Tackle by Quaid, D..",15,10,YKW,BAL,BAL,57,14,0
35,1,1,0:20,2720,3,4,BAL,45,"Fujiwara (C), C. is SACKED by Nero Alexander (C) - DE for -10 yds.  FUMBLE recovered by Cho, J. at the YKW - 35 yard line and returned for 0 yards. First Down!",15,10,YKW,BAL,BAL,55,14,0
36,2,1,0:06,2706,1,10,BAL,35,"Pass by Jack, C. to Z, D. is incomplete. Broken up by Z, D..",15,10,YKW,BAL,YKW,35,14,0
37,2,2,15:00,2700,2,10,BAL,35,"Rush by Z, D. for a short gain. Tackle by Kennedy, D..",15,10,YKW,BAL,YKW,35,14,0
38,2,2,14:39,2679,3,10,BAL,35,"Pass by Jack, C. to Rechs (R), Z. is incomplete. Broken up by Syracuse, I..",15,10,YKW,BAL,YKW,35,14,0
39,2,2,14:19,2659,4,10,BAL,35,"52 yard FG by Kokot (R), B. is NO good.",15,10,YKW,BAL,YKW,35,14,0
40,1,2,14:19,2659,1,10,BAL,42,"Pass by Fujiwara (C), C. to Campbell (R), J. is incomplete. Broken up by Foster (R), D..",15,10,YKW,BAL,BAL,58,14,0
41,1,2,14:01,2641,2,10,BAL,42,"Pass by Fujiwara (C), C. to Howlett (R), D. is incomplete. Broken up by Leonard, M..",15,10,YKW,BAL,BAL,58,14,0
42,1,2,13:43,2623,3,10,BAL,42,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 29 yds. Tackle by Leonard, M.. First Down!",15,10,YKW,BAL,BAL,58,14,0
43,1,2,12:50,2570,1,10,YKW,28,"Rush by Fukushu, M. for 2 yds. Tackle by Thomaslacher (R), B..",15,10,YKW,BAL,BAL,28,14,0
44,1,2,12:21,2541,2,7,YKW,26,"Rush by Fukushu, M. for 1 yds. Tackle by Thebaw (R), S..",15,10,YKW,BAL,BAL,26,14,0
45,1,2,12:02,2522,3,6,YKW,25,"Rush by Fukushu, M. for 18 yds. Tackle by Hellzapoppin, J.. First Down!",15,10,YKW,BAL,BAL,25,14,0
46,1,2,11:23,2483,1,6,YKW,6,"Pass by Fujiwara (C), C., complete to Campbell (R), J. for 6 yds. TOUCHDOWN!  (Small kick good)",15,10,YKW,BAL,BAL,6,14,7
47,1,2,11:06,2466,1,10,YKW,25,"Kickoff by Small, J. through the back of the endzone. Touchback.",15,10,YKW,BAL,BAL,25,14,7
