,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,1,1,15:00,3600,,,YKW,20,"Kickoff of 72 yards. Returned by Walker (R), M. for 20 yards. First Down!",15,1,YKW,BAL,BAL,20,0,0
1,2,1,14:54,3594,1,10,YKW,20,"Rush by Z, D. for 3 yds. Tackle by Kennedy, D..",15,1,YKW,BAL,YKW,80,0,0
2,2,1,14:18,3558,2,7,YKW,23,"Rush by Z, D. for a short gain. Tackle by Keiki-Kane, M..",15,1,YKW,BAL,YKW,77,0,0
3,2,1,13:52,3532,3,6,YKW,23,"Rush by Rowe, D. for 1 yds. Tackle by Kennedy, D..",15,1,YKW,BAL,YKW,77,0,0
4,2,1,13:16,3496,4,5,BAL,24,"Punt by Kokot (R), B. of 67 yards.  No return. First Down!",15,1,YKW,BAL,BAL,76,0,0
5,1,1,13:06,3486,1,10,BAL,8,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 4 yds. Tackle by Dookmarriot, L..",15,1,YKW,BAL,BAL,92,0,0
6,1,1,12:28,3448,2,5,BAL,12,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 16 yds. Tackle by Dookmarriot, L.. First Down!",15,1,YKW,BAL,BAL,88,0,0
7,1,1,11:46,3406,1,10,BAL,29,"Pass by Fujiwara (C), C. to Howlett (R), D. falls incomplete.",15,1,YKW,BAL,BAL,71,0,0
8,1,1,11:28,3388,2,10,BAL,29,"Pass by Fujiwara (C), C. to Catchem8, Z. falls incomplete.",15,1,YKW,BAL,BAL,71,0,0
9,1,1,11:12,3372,3,10,BAL,29,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 21 yds. Tackle by Leonard, M.. First Down!",15,1,YKW,BAL,BAL,71,0,0
10,1,1,10:13,3313,1,10,YKW,49,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 5 yds. Tackle by Z, D..",15,1,YKW,BAL,BAL,49,0,0
11,1,1,9:34,3274,2,4,YKW,44,"Rush by Fukushu, M. for 4 yds. Tackle by Dookmarriot, L.. First Down!",15,1,YKW,BAL,BAL,44,0,0
12,1,1,9:02,3242,1,10,YKW,39,"Pass by Fujiwara (C), C. to Howlett (R), D. is incomplete. Broken up by Leonard, M..",15,1,YKW,BAL,BAL,39,0,0
13,1,1,8:42,3222,2,10,YKW,39,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 5 yds. Tackle by Valdyr, M..",15,1,YKW,BAL,BAL,39,0,0
14,1,1,8:11,3191,3,4,YKW,34,"Rush by Fukushu, M. for 33 yds. Tackle by Quaid, D.. First Down!",15,1,YKW,BAL,BAL,34,0,0
15,1,1,7:21,3141,1,1,YKW,1,"Yellowknife Penalty on Thebaw (R), S.: Encroachment.",15,1,YKW,BAL,BAL,1,0,0
16,1,1,7:21,3141,1,1,YKW,1,"Rush by Fukushu, M. for a short gain. Tackle by Alexander (C), N..",15,1,YKW,BAL,BAL,1,0,0
17,1,1,7:04,3124,2,1,YKW,1,"Rush by Fukushu, M. for a short gain. Tackle by Quaid, D..",15,1,YKW,BAL,BAL,1,0,0
