,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,1,1,15:00,3600,1,10,YKW,25,"Kickoff by Small, J. through the back of the endzone. Touchback.",15,7,YKW,BAL,BAL,25,0,0
1,2,1,15:00,3600,1,10,YKW,25,"Rush by Z, D. for 0 yds. Tackle by Goodman (R), G..",15,7,YKW,BAL,YKW,75,0,0
2,2,1,14:37,3577,2,10,YKW,25,"Pass by Jack, C., complete to Vermillion (R), J. for 9 yds. Tackle by Syracuse, I..",15,7,YKW,BAL,YKW,75,0,0
3,2,1,13:58,3538,3,1,YKW,34,"Pass by Jack, C., complete to Sakura (C), K. for 6 yds. Tackle by Stackinpaper, B.. First Down!",15,7,YKW,BAL,YKW,66,0,0
4,2,1,13:20,3500,1,10,YKW,40,"Rush by Z, D. for 4 yds. Tackle by Harris, C..",15,7,YKW,BAL,YKW,60,0,0
5,2,1,12:46,3466,2,5,YKW,45,"Pass by Jack, C., complete to Kross, C. for 4 yds. Tackle by Avery, E..",15,7,YKW,BAL,YKW,55,0,0
6,2,1,12:17,3437,3,1.0,YKW,50,"Pass by Jack, C., complete to Sakura (C), K. for 7 yds. Tackle by Stackinpaper, B.. First Down!",15,7,YKW,BAL,YKW,50,0,0
7,2,1,11:44,3404,1,10,BAL,42,"Pass by Jack, C., complete to Sakura (C), K. for 9 yds. Tackle by Stackinpaper, B..",15,7,YKW,BAL,YKW,42,0,0
8,2,1,11:00,3360,2,1.0,BAL,32,"Pass by Jack, C., complete to Walker (R), M. for 12 yds. Tackle by Stackinpaper, B.. First Down!",15,7,YKW,BAL,YKW,32,0,0
9,2,1,10:22,3322,1,10,BAL,20,"Rush by Rowe, D. for 1 yds. Tackle by De Ville (C), D.. Yellowknife Penalty on Jack, C.: Unnecessary Roughness.",15,7,YKW,BAL,YKW,20,0,0
10,2,1,10:16,3316,2,23,BAL,33,"Pass by Jack, C., complete to Kross, C. for 8 yds. Tackle by Avery, E..",15,7,YKW,BAL,YKW,33,0,0
11,2,1,9:44,3284,3,15,BAL,25,"Pass by Jack, C. to Rechs (R), Z. falls incomplete.",15,7,YKW,BAL,YKW,25,0,0
12,2,1,9:33,3273,4,15,BAL,25,"42 yard FG by Kokot (R), B. is good.",15,7,YKW,BAL,YKW,25,3,0
13,2,1,9:33,3273,,,BAL,12,"Kickoff of 65 yards. Returned by Campbell (R), J. for 12 yards. First Down!",15,7,YKW,BAL,YKW,12,3,0
14,1,1,9:26,3266,1,10,BAL,12,"Rush by Fukushu, M. for 3 yds. Tackle by Thomaslacher (R), B..",15,7,YKW,BAL,BAL,88,3,0
15,1,1,9:03,3243,2,6,BAL,16,"Pass by Fujiwara (C), C., complete to Brown (R), K. for 8 yds. Tackle by Hellzapoppin, J.. First Down!",15,7,YKW,BAL,BAL,84,3,0
16,1,1,8:26,3206,1,10,BAL,24,"Pass by Fujiwara (C), C. to Ash, R. was dropped! Incomplete.",15,7,YKW,BAL,BAL,76,3,0
17,1,1,8:07,3187,2,10,BAL,24,"Rush by Fukushu, M. for a short gain. Tackle by Quaid, D..",15,7,YKW,BAL,BAL,76,3,0
18,1,1,7:43,3163,3,9,BAL,25,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 14 yds. Tackle by Leonard, M.. First Down!",15,7,YKW,BAL,BAL,75,3,0
19,1,1,7:06,3126,1,10,BAL,39,"Pass by Fujiwara (C), C. to Lewandowski, J. falls incomplete.",15,7,YKW,BAL,BAL,61,3,0
20,1,1,6:30,3090,2,10,BAL,39,"Rush by Fukushu, M. for 9 yds. Tackle by Quaid, D..",15,7,YKW,BAL,BAL,61,3,0
21,1,1,5:57,3057,3,1.0,BAL,48,"Pass by Fujiwara (C), C. to Howlett (R), D. is incomplete. Broken up by Leonard, M..",15,7,YKW,BAL,BAL,52,3,0
22,1,1,5:42,3042,4,1.0,YKW,48,"Punt by Small, J. of 46 yards.  No return. First Down!",15,7,YKW,BAL,YKW,52,3,0
23,2,1,5:33,3033,1,10,YKW,5,"Rush by Z, D. for 6 yds. Tackle by Kennedy, D..",15,7,YKW,BAL,YKW,95,3,0
24,2,1,5:06,3006,2,3,YKW,12,"Pass by Jack, C., complete to Sakura (C), K. for 4 yds. Tackle by Stackinpaper, B.. First Down!",15,7,YKW,BAL,YKW,88,3,0
25,2,1,4:33,2973,1,10,YKW,16,"Rush by Z, D. for 1 yds. Tackle by Kennedy, D..",15,7,YKW,BAL,YKW,84,3,0
26,2,1,4:09,2949,2,9,YKW,17,"Rush by Rowe, D. for a short gain. Tackle by Annastesia, N..",15,7,YKW,BAL,YKW,83,3,0
27,2,1,3:52,2932,3,8,YKW,18,"Pass by Jack, C., complete to Rowe, D. for 7 yds. Tackle by Syracuse, I..",15,7,YKW,BAL,YKW,82,3,0
28,2,1,3:16,2896,4,1,BAL,25,"Punt by Kokot (R), B. of 65 yards.  No return. First Down!",15,7,YKW,BAL,BAL,75,3,0
29,1,1,3:06,2886,1,10,BAL,9,"Rush by Fukushu, M. for 1 yds. Tackle by Quaid, D..",15,7,YKW,BAL,BAL,91,3,0
30,1,1,2:50,2870,2,8,BAL,11,"Rush by Fukushu, M. for 1 yds. Tackle by Quaid, D..",15,7,YKW,BAL,BAL,89,3,0
31,1,1,2:38,2858,3,7,BAL,12,"Rush by Fukushu, M. for 4 yds. Tackle by Thomaslacher (R), B..",15,7,YKW,BAL,BAL,88,3,0
32,1,1,2:24,2844,4,3,YKW,16,"Punt by Small, J. of 32 yards.  No return. First Down!",15,7,YKW,BAL,YKW,84,3,0
33,2,1,2:17,2837,1,10,BAL,48,"Rush by Z, D. for 8 yds. Tackle by De Ville (C), D..",15,7,YKW,BAL,YKW,48,3,0
34,2,1,1:34,2794,2,1,BAL,40,"Pass by Jack, C., complete to Rechs (R), Z. for 8 yds. Tackle by De Ville (C), D.. First Down!",15,7,YKW,BAL,YKW,40,3,0
35,2,1,0:45,2745,1,10,BAL,31,"Rush by Z, D. for -1 yds. Tackle by Hole, M..",15,7,YKW,BAL,YKW,31,3,0
36,2,1,0:18,2718,2,11,BAL,32,"Pass by Jack, C., complete to Sakura (C), K. for 17 yds. Tackle by De Ville (C), D.. First Down!",15,7,YKW,BAL,YKW,32,3,0
37,2,2,15:00,2700,1,10,BAL,15," Play nullified by Yellowknife Penalty on Rowe, D.: Taunting.",15,7,YKW,BAL,YKW,15,3,0
38,2,2,14:57,2697,1,25,BAL,30,"Rush by Z, D. for 4 yds. Tackle by Syracuse, I..",15,7,YKW,BAL,YKW,30,3,0
39,2,2,14:26,2666,2,20,BAL,26,"Rush by Sutton, D. for -3 yds. Tackle by Goodman (R), G..",15,7,YKW,BAL,YKW,26,3,0
40,2,2,13:58,2638,3,24,BAL,29,"Rush by Sutton, D. for -1 yds. Tackle by De Ville (C), D..",15,7,YKW,BAL,YKW,29,3,0
41,2,2,13:26,2606,4,26,YKW,31,"Punt by Kokot (R), B. of 31 yards.  Touchback.",15,7,YKW,BAL,BAL,31,3,0
42,1,2,13:22,2602,1,10,BAL,25,"Rush by Fukushu, M. for 13 yds. Tackle by Valdyr, M.. First Down!",15,7,YKW,BAL,BAL,75,3,0
43,1,2,12:45,2565,1,10,BAL,38,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 20 yds. Tackle by Hellzapoppin, J.. First Down!",15,7,YKW,BAL,BAL,62,3,0
44,1,2,11:59,2519,1,10,YKW,41,"Rush by Fukushu, M. for 1 yds. Tackle by Quaid, D..",15,7,YKW,BAL,BAL,41,3,0
45,1,2,11:33,2493,2,8,YKW,40,"Rush by Covey, J. for 3 yds. Tackle by Thomaslacher (R), B..",15,7,YKW,BAL,BAL,40,3,0
46,1,2,11:12,2472,3,5,YKW,37,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 16 yds. Tackle by Leonard, M.. First Down!",15,7,YKW,BAL,BAL,37,3,0
47,1,2,10:28,2428,1,10,YKW,21,"Rush by Fukushu, M. for 10 yds. Tackle by Foster (R), D.. First Down!",15,7,YKW,BAL,BAL,21,3,0
48,1,2,9:47,2387,1,10,YKW,10,"Rush by Covey, J. for a short gain. Tackle by Thebaw (R), S..",15,7,YKW,BAL,BAL,10,3,0
49,1,2,9:23,2363,2,9,YKW,10,"Pass by Fujiwara (C), C., complete to Campbell (R), J. for 10 yds. TOUCHDOWN!  (Small kick good)",15,7,YKW,BAL,BAL,10,3,7
50,1,2,9:05,2345,,,YKW,12,"Kickoff of 72 yards. Returned by Walker (R), M. for 12 yards. First Down!",15,7,YKW,BAL,BAL,12,3,7
51,2,2,9:03,2343,1,10,YKW,12,"Pass by Jack, C., complete to Rechs (R), Z. for 21 yds. Tackle by Green, W.. First Down!",15,7,YKW,BAL,YKW,88,3,7
52,2,2,8:20,2300,1,10,YKW,34,"Pass by Jack, C. to Rechs (R), Z. is incomplete. Broken up by Z, D..",15,7,YKW,BAL,YKW,66,3,7
53,2,2,7:28,2248,2,10,YKW,34,"Pass by Jack, C., complete to Kross, C. for 18 yds. Tackle by Z, D.. First Down!",15,7,YKW,BAL,YKW,66,3,7
54,2,2,6:41,2201,1,10,BAL,48,"Rush by Z, D. for 1 yds. Tackle by De Ville (C), D..",15,7,YKW,BAL,YKW,48,3,7
55,2,2,6:17,2177,2,9,BAL,47,"Pass by Jack, C., complete to Sakura (C), K. for 6 yds. Tackle by Stackinpaper, B..",15,7,YKW,BAL,YKW,47,3,7
56,2,2,5:44,2144,3,3,BAL,41,"Pass by Jack, C., complete to Z, D. for 5 yds. Tackle by Z, D.. First Down!",15,7,YKW,BAL,YKW,41,3,7
57,2,2,5:01,2101,1,10,BAL,35,"Pass by Jack, C. to Kross, C. falls incomplete.",15,7,YKW,BAL,YKW,35,3,7
58,2,2,4:43,2083,2,10,BAL,35,"Pass by Jack, C., complete to Kross, C. for 20 yds. Tackle by Z, D.. First Down!",15,7,YKW,BAL,YKW,35,3,7
59,2,2,3:56,2036,1,10,BAL,14,"Pass by Jack, C., complete to Walker (R), M. for 9 yds. Tackle by Avery, E..",15,7,YKW,BAL,YKW,14,3,7
60,2,2,3:16,1996,2,1.0,BAL,5,"Pass by Jack, C., complete to Vermillion (R), J. for 5 yds. TOUCHDOWN!  (Kokot (R) kick good)",15,7,YKW,BAL,YKW,5,10,7
61,2,2,2:56,1976,1,10,BAL,25,"Kickoff by Kokot (R), B. through the back of the endzone. Touchback.",15,7,YKW,BAL,YKW,25,10,7
62,1,2,2:56,1976,1,10,BAL,25,"Pass by Fujiwara (C), C. to Lewandowski, J. was dropped! Incomplete.",15,7,YKW,BAL,BAL,75,10,7
63,1,2,2:41,1961,2,10,BAL,25,"Pass by Fujiwara (C), C., complete to Brown (R), K. for 3 yds. Tackle by Quaid, D..",15,7,YKW,BAL,BAL,75,10,7
64,1,2,2:22,1942,3,6,BAL,28,"Fujiwara (C), C. is SACKED by Magnus Valdyr - FS for -11 yds.",15,7,YKW,BAL,BAL,72,10,7
65,1,2,2:02,1922,4,17,YKW,17,"Punt by Small, J. of 53 yards. Returned by Walker (R), M. for 0 yards. First Down!",15,7,YKW,BAL,YKW,83,10,7
66,2,2,1:50,1910,1,10,YKW,29,"Baltimore Penalty on Keiki-Kane, M.: Encroachment.",15,7,YKW,BAL,YKW,71,10,7
67,2,2,1:50,1910,1,5,YKW,34,"Pass by Jack, C., complete to Rechs (R), Z. for 5 yds. Tackle by Harris, C.. First Down!",15,7,YKW,BAL,YKW,66,10,7
68,2,2,1:24,1884,1,10,YKW,40,"Pass by Jack, C., complete to Sakura (C), K. for 13 yds. Tackle by Stackinpaper, B.. First Down!",15,7,YKW,BAL,YKW,60,10,7
69,2,2,1:24,1884,1,10,BAL,46,Jack spikes the ball to stop the clock.,15,7,YKW,BAL,YKW,46,10,7
70,2,2,1:05,1865,2,10,BAL,46,"Rush by Z, D. for 1 yds. Tackle by Keiki-Kane, M.. Timeout called by YKW.",15,7,YKW,BAL,YKW,46,10,7
71,2,2,0:59,1859,3,8,BAL,45,"Rush by Rowe, D. for a short gain. Tackle by Annastesia, N.. Timeout called by YKW.",15,7,YKW,BAL,YKW,45,10,7
72,2,2,0:54,1854,4,8,BAL,45,"Jack, C. is SACKED by Matt Hole - DE for -7 yds. Turnover on downs.",15,7,YKW,BAL,YKW,45,10,7
