,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,awayTeam,homeTeam,teamPoss,dist2goal,awayScore,homeScore
0,2,1,15:00,3600,,,BAL,20,"Kickoff of 65 yards. Returned by Campbell (R), J. for 20 yards. First Down!",15,6,YKW,BAL,YKW,20,0,0
1,1,1,14:54,3594,1,10,BAL,20,"Rush by Fukushu, M. for 2 yds. Tackle by Thebaw (R), S..",15,6,YKW,BAL,BAL,80,0,0
2,1,1,14:26,3566,2,8,BAL,22,"Pass by Fujiwara (C), C., complete to Fukushu, M. for 7 yds. Tackle by Quaid, D..",15,6,YKW,BAL,BAL,78,0,0
3,1,1,13:45,3525,3,1.0,BAL,30,"Rush by Covey, J. for 0 yds. Tackle by Dookmarriot, L..",15,6,YKW,BAL,BAL,70,0,0
4,1,1,13:16,3496,4,1.0,YKW,30,"Punt by Small, J. of 37 yards. Returned by Walker (R), M. for 0 yards. First Down!",15,6,YKW,BAL,YKW,70,0,0
5,2,1,13:05,3485,1,10,YKW,33,"Rush by Z, D. for 1 yds. Tackle by Annastesia, N..",15,6,YKW,BAL,YKW,67,0,0
6,2,1,12:41,3461,2,9,YKW,34,"Pass by Jack, C. to Kross, C. is incomplete. Broken up by Avery, E..",15,6,YKW,BAL,YKW,66,0,0
7,2,1,12:25,3445,3,9,YKW,34,"Pass by Jack, C. to Sakura (C), K. falls incomplete.",15,6,YKW,BAL,YKW,66,0,0
8,2,1,12:14,3434,4,9,BAL,34,"Punt by Kokot (R), B. of 59 yards.  No return. First Down!",15,6,YKW,BAL,BAL,66,0,0
9,1,1,12:08,3428,1,10,BAL,7,"Rush by Fukushu, M. for 12 yds. Tackle by Hellzapoppin, J.. First Down!",15,6,YKW,BAL,BAL,93,0,0
10,1,1,11:29,3389,1,10,BAL,19,"Pass by Fujiwara (C), C. to Howlett (R), D. was dropped! Incomplete.",15,6,YKW,BAL,BAL,81,0,0
11,1,1,11:12,3372,2,10,BAL,19,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 3 yds. Tackle by Thomaslacher (R), B..",15,6,YKW,BAL,BAL,81,0,0
12,1,1,10:29,3329,3,6,BAL,22,"Fujiwara (C), C. is SACKED by James Cho - DE for -6 yds.",15,6,YKW,BAL,BAL,78,0,0
13,1,1,9:51,3291,4,13,YKW,16,"Punt by Small, J. of 57 yards.  No return. First Down!",15,6,YKW,BAL,YKW,84,0,0
14,2,1,9:43,3283,1,10,YKW,26,"Rush by Z, D. for a short gain. Tackle by Kennedy, D..",15,6,YKW,BAL,YKW,74,0,0
15,2,1,9:08,3248,2,9,YKW,27,"Pass by Jack, C. to Vermillion (R), J. falls incomplete.",15,6,YKW,BAL,YKW,73,0,0
16,2,1,8:53,3233,3,9,YKW,27,"Pass by Jack, C. to Z, D. falls incomplete.",15,6,YKW,BAL,YKW,73,0,0
17,2,1,8:37,3217,4,9,BAL,27,"Punt by Kokot (R), B. of 50 yards. Returned by Fukushu, M. for 3 yards. First Down!",15,6,YKW,BAL,BAL,73,0,0
18,1,1,8:24,3204,1,10,BAL,25,"Yellowknife Penalty on Z, D.: Neutral Zone Infraction.",15,6,YKW,BAL,BAL,75,0,0
19,1,1,8:24,3204,1,5,BAL,30,"Rush by Fukushu, M. for a short gain. Tackle by Dookmarriot, L..",15,6,YKW,BAL,BAL,70,0,0
20,1,1,7:55,3175,2,5,BAL,30,"Rush by Fukushu, M. for 16 yds. Tackle by Leonard, M.. First Down!",15,6,YKW,BAL,BAL,70,0,0
21,1,1,7:14,3134,1,10,BAL,47,"Pass by Fujiwara (C), C., complete to Fukushu, M. for 8 yds. Tackle by Hellzapoppin, J..",15,6,YKW,BAL,BAL,53,0,0
22,1,1,6:35,3095,2,2,YKW,44,"Rush by Covey, J. for 1 yds. Tackle by Quaid, D..",15,6,YKW,BAL,BAL,44,0,0
23,1,1,6:10,3070,3,1.0,YKW,43," Play nullified by Baltimore Penalty on Ash, R.: Holding.",15,6,YKW,BAL,BAL,43,0,0
24,1,1,5:30,3030,3,10,BAL,47,"Rush by Covey, J. for 3 yds. Tackle by Quaid, D.. Yellowknife Penalty on Foster (R), D.: Unnecessary Roughness. First Down!",15,6,YKW,BAL,BAL,53,0,0
25,1,1,5:19,3019,1,10,YKW,34,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 6 yds. Tackle by Z, D..",15,6,YKW,BAL,BAL,34,0,0
26,1,1,4:51,2991,2,3,YKW,28,"Pass by Fujiwara (C), C. to Howlett (R), D. is incomplete. Broken up by Quaid, D..",15,6,YKW,BAL,BAL,28,0,0
27,1,1,4:35,2975,3,3,YKW,28,"Pass by Fujiwara (C), C., complete to Lewandowski, J. for 15 yds. Tackle by Hellzapoppin, J.. First Down!",15,6,YKW,BAL,BAL,28,0,0
28,1,1,3:45,2925,1,10,YKW,13,"Pass by Fujiwara (C), C., complete to Howlett (R), D. for 13 yds. TOUCHDOWN!  (Small kick good)",15,6,YKW,BAL,BAL,13,0,7
29,1,1,3:25,2905,1,10,YKW,25,"Kickoff by Small, J. through the back of the endzone. Touchback.",15,6,YKW,BAL,BAL,25,0,7
