Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Ernston, H.",ARI,11,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lee, J.",ARI,8,0,2,0/0,1,0,0,0,"[0, 0, 0]"
"Harris Jr., F.",ARI,7,0,0,0/0,3,2,0,1,"[0, 0, 0]"
"King, G.",ARI,6,0,3,0/0,0,0,0,0,"[0, 0, 0]"
"Tuck, J.",ARI,6,1,3,0/0,0,0,0,0,"[0, 0, 0]"
"Luechly, L.",ARI,5,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Bot, B.",ARI,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Carter, P.",ARI,3,0,0,0/0,3,2,0,0,"[0, 0, 0]"
"Davis, A.",ARI,3,0,0,0/0,1,1,0,1,"[0, 0, 0]"
"Dam, D.",ARI,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Flock, R.",ARI,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Harrison, S.",BAL,7,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hendrix, K.",BAL,6,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Reyes, R.",BAL,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, O.",BAL,4,2,1,0/0,0,0,0,0,"[0, 0, 0]"
"Broadway, E.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Valentine, V.",BAL,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wright, J.",BAL,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Delacour, A.",BAL,2,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Metas, B.",BAL,2,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Sandoval, R.",BAL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Turner, D.",BAL,2,0,0,0/0,2,0,0,0,"[0, 0, 0]"
