Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Arthur, C.",PHI,1,5,3,0,2,23
"Gronlie, T.",PHI,1,5,0,0,2,23
"Tremblay, S.",PHI,0,0,5,0,2,23
"Van Buren, M.",PHI,0,0,5,0,2,23
"Hayes, R.",PHI,0,0,4,0,2,23
"Fillmore, M.",PHI,0,0,3,0,2,23
"Arrabiata, D.",PHI,0,0,2,0,2,23
"Blocksdale Jr., A.",PHI,0,0,1,0,2,23
"Tucker Jr., P.",CHI,1,5,3,0,2,23
"Lesnar, B.",CHI,1,15,2,0,2,23
"Hayes, V.",CHI,1,0,0,0,2,23
"Bayley Jr., B.",CHI,0,0,6,0,2,23
"Ahstreet, C.",CHI,0,0,3,0,2,23
"LaFleur, F.",CHI,0,0,3,0,2,23
"Tirtawidjaja, J.",CHI,0,0,1,0,2,23
