Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Ishigawa, H.",COL,8,0,0,0,0,0,0,0,1,0,0,0,1,11
"Tillman, M.",COL,8,1,0,0,0,0,0,0,1,0,0,0,1,11
"Aaron, D.",COL,7,0,0,1,0,0,0,0,1,0,0,0,1,11
"Miller, H.",COL,6,0,0,1,0,0,0,0,1,0,0,0,1,11
"Anderson, R.",COL,5,0,1,2,0,0,0,0,1,0,0,0,1,11
"Sandoval, A.",COL,5,0,0,0,0,0,0,0,1,0,0,0,1,11
"Thibault, A.",COL,4,0,0,0,0,0,0,0,1,0,0,0,1,11
"LeFevre, R.",COL,2,0,0,0,0,0,0,0,1,0,0,0,1,11
"Pierno, N.",COL,2,0,0,0,0,0,0,0,1,0,0,0,1,11
"Danger, D.",COL,1,0,0,2,0,0,0,0,1,0,0,0,1,11
"Cansino, D.",COL,0,0,0,0,0,0,0,0,1,0,0,0,1,11
"Selich, A.",AZ,11,0,1,0,0,0,0,0,1,0,0,0,1,11
"Barnes, B.",AZ,9,0,0,0,0,0,0,0,1,0,0,0,1,11
"Earl, B.",AZ,9,0,0,1,0,0,0,0,1,0,0,0,1,11
"Hobbs, S.",AZ,9,0,0,0,0,0,0,0,1,0,0,0,1,11
"Dwyer, J.",AZ,6,0,1,0,0,0,0,0,1,0,0,0,1,11
"Davis, A.",AZ,4,0,0,3,1,0,0,0,1,0,0,0,1,11
"Reese, A.",AZ,3,0,0,0,0,0,0,0,1,0,0,0,1,11
"Morris, D.",AZ,3,0,0,0,0,0,0,0,1,0,0,0,1,11
"Waiters, A.",AZ,2,1,0,0,0,0,0,0,1,0,0,0,1,11
"Sackerman, F.",AZ,1,0,0,0,0,0,0,0,1,0,0,0,1,11
"Mackworthy, R.",AZ,0,0,0,0,0,0,0,0,1,0,0,0,1,11
