Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Rose, T.",PHI,8,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"DeSoto, J.",PHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Fieri, D.",PHI,6,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,8,26
"Zelos, J.",PHI,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Goodman, G.",PHI,4,1,1,0/0,1,0,0,0,0/0/0,0,0,0,0,8,26
"Quin, A.",PHI,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,8,26
"Cross, M.",PHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Hoffman, J.",PHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Wrecks, T.",PHI,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Haywood, H.",PHI,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Torenson, S.",PHI,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,8,26
"Noble Jr., L.",AZ,8,0,1,0/0,0,0,1,0,0/0/0,0,0,0,0,8,26
"Wilf, G.",AZ,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Crunk, T.",AZ,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Burfict, L.",AZ,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Eriksen, W.",AZ,6,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,8,26
"Gillion, M.",AZ,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,8,26
"Koniecpolski, S.",AZ,6,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,8,26
"Miller, P.",AZ,6,0,1,1/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Scarlett, D.",AZ,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Jadakiss, D.",AZ,3,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,8,26
"Roth, C.",AZ,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
"Ryeu, S.",AZ,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,8,26
