Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Jackson, A.",YKW,6,96,16,30,0,15,23
"Swift, N.",YKW,4,37,9.2,13,0,15,23
"Hanyadi, M.",YKW,4,24,6,8,0,15,23
"Rodriguez, B.",YKW,3,26,8.7,13,0,15,23
"Hardagain, W.",YKW,1,17,17,17,0,15,23
"Skyline, A.",YKW,1,5,5,5,0,15,23
"Lim, W.",COL,7,75,10.7,30,2,15,23
"Gilbert, R.",COL,5,38,7.6,16,0,15,23
"Owens, A.",COL,4,78,19.5,38,0,15,23
"Kingston, J.",COL,4,74,18.5,37,1,15,23
"Sauce, E.",COL,4,20,5,6,0,15,23
"Bishop, J.",COL,3,52,17.3,31,0,15,23
"Robertoswki, G.",COL,1,7,7,7,0,15,23
"Arrow, R.",COL,1,6,6,6,0,15,23
"Vincent, M.",COL,1,6,6,6,0,15,23
