Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Selich, A.",YKW,15,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",YKW,10,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Uchiha, L.",YKW,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",YKW,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lewis, L.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Leaf Jr., R.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Clark, T.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,1,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Nikko, G.",CHI,14,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Hockhertz, M.",CHI,13,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Watkins, R.",CHI,8,1,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hondo, A.",CHI,6,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Rambo, J.",CHI,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Castle, S.",CHI,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Dugnutt, B.",CHI,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rice, J.",CHI,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Oats, S.",CHI,2,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Foster, W.",CHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Henry, J.",CHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
