Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Fields, G.",HON,12,1,0,0/0,1,0,0,0,0/0/0,0,0,0,0,3,26
"Kackpoo, H.",HON,9,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Lavigne, D.",HON,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Ka'ana'ana, B.",HON,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Montain, A.",HON,4,2,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Rucker, R.",HON,4,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Dawkins, S.",HON,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Jackson, R.",HON,3,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,3,26
"Thornton, B.",HON,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Jeffrey, T.",HON,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Waters, J.",HON,1,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,3,26
"Jones, D.",OCO,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Abernathy, K.",OCO,7,3,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Joestar, J.",OCO,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Biggums, T.",OCO,3,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,3,26
"Scott, R.",OCO,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Bob, B.",OCO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Booker, B.",OCO,2,0,0,0/0,2,1,0,0,0/0/0,0,0,0,0,3,26
"Eagle, R.",OCO,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Leaking, R.",OCO,2,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,3,26
"Tank, G.",OCO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
"Vegeta, P.",OCO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,26
