Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Fisher, G.",SJS,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Stein, P.",SJS,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Hilliard, R.",SJS,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Brackenridge, T.",SJS,4,0,1,0/0,3,0,0,0,0/0/0,0,0,0,0,6,25
"Lanier, B.",SJS,4,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,6,25
"PickSix, H.",SJS,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Allen, O.",SJS,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Crowder, R.",SJS,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Bass, L.",SJS,2,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Cloudera, Y.",SJS,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Vaughne, R.",SJS,1,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,25
"Winchester, H.",NY,13,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"QuakStak, D.",NY,12,0,1,1/1,0,0,0,0,0/0/0,1,0,0,0,6,25
"Griddle, M.",NY,9,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Kirkby, T.",NY,7,0,2,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Andrews, J.",NY,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Banks, J.",NY,6,0,2,0/0,1,0,0,0,0/0/0,0,0,0,0,6,25
"McGullager, T.",NY,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Kearse, J.",NY,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"McTackle, R.",NY,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Ocewilder, S.",NY,2,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
"Thumper, B.",NY,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,25
