Player,Team,Penalties,Yards,Pancakes,Sacks Allowed
"Lee, B.",BAL,1,5,2,0
"Harrison, S.",BAL,1,10,0,0
"Hendrix, K.",BAL,1,10,0,0
"Taylor, O.",BAL,1,15,0,0
"Blocksdale, A.",BAL,0,0,6,0
"Koch, D.",BAL,0,0,5,0
"Danvers, J.",BAL,0,0,3,1
"Andres, J.",BAL,0,0,2,0
"Farlane, D.",BAL,0,0,1,0
"Robinson, M.",BAL,0,0,1,0
"Sanderson, J.",BAL,0,0,1,0
"Walters, S.",PHI,2,20,4,3
"O'Connell, K.",PHI,1,5,2,0
"Wright, O.",PHI,1,15,1,0
"Davidson, D.",PHI,1,15,0,0
"North, F.",PHI,1,10,0,0
"Hendrix, M.",PHI,0,0,6,0
"Kamaka, E.",PHI,0,0,3,3
"Milan, C.",PHI,0,0,3,1
"Bennett, A.",PHI,0,0,2,0
"DiMirio, P.",PHI,0,0,1,0
"Bessel, F.",PHI,0,0,0,1
