Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Harrison, S.",BAL,10,0,2,1/1,0,0,0,0,"[0, 0, 0]"
"Reyes, R.",BAL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Broadway, E.",BAL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Taylor, O.",BAL,5,0,3,0/0,0,0,0,0,"[0, 0, 0]"
"Valentine, V.",BAL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Wright, J.",BAL,5,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Delacour, A.",BAL,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Hendrix, K.",BAL,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Turner, D.",BAL,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Sandoval, R.",BAL,3,1,2,0/0,0,0,0,0,"[0, 0, 0]"
"Metas, B.",BAL,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Jefferson, L.",PHI,9,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Marmeladov, V.",PHI,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hackett, A.",PHI,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tucker, P.",PHI,5,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Oles, T.",PHI,3,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Ramrio, M.",PHI,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Ridley, W.",PHI,3,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Von Gerhardt, O.",PHI,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Davidson, D.",PHI,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"O'Sullivan, K.",PHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Washington, L.",PHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
