Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Harrison, W.",NO,11,0,0,1,1,0,0,0,0,0,0,0,3,15
"Jefferson IV, J.",NO,9,0,0,1,1,0,0,0,0,0,0,0,3,15
"Taylor, D.",NO,8,0,0,1,0,0,0,0,0,0,0,0,3,15
"Bode, Q.",NO,7,1,1,0,0,0,0,0,0,0,0,0,3,15
"Marchand, J.",NO,7,0,2,1,0,0,0,0,0,0,0,0,3,15
"Earl, B.",NO,5,0,0,0,0,0,0,0,0,0,0,0,3,15
"Townsend, F.",NO,5,1,1,0,0,0,0,0,0,0,0,0,3,15
"Arnold, D.",NO,4,0,1,0,0,0,0,0,0,0,0,0,3,15
"Ramsey Jr., G.",NO,2,0,0,0,0,0,0,0,0,0,0,0,3,15
"Kuusela, G.",NO,1,0,0,0,0,0,0,0,0,0,0,0,3,15
"Rax, L.",NO,1,1,0,0,0,0,0,0,0,0,0,0,3,15
"Bakshi, S.",YKW,10,0,0,0,0,0,0,0,0,0,0,0,3,15
"Taylor, C.",YKW,7,0,0,2,0,0,0,0,0,0,0,0,3,15
"Uchiha, L.",YKW,6,0,0,0,0,0,0,0,0,0,0,0,3,15
"Knurtsson, K.",YKW,5,0,0,0,0,0,0,0,0,0,0,0,3,15
"Selich, A.",YKW,5,0,1,3,0,0,0,0,0,0,0,0,3,15
"Applehort, R.",YKW,4,0,0,4,1,0,1,0,0,0,0,0,3,15
"Snuggles, J.",YKW,4,0,0,1,0,0,0,0,0,0,0,0,3,15
"Skinner, Z.",YKW,3,0,1,0,0,0,0,0,0,0,0,0,3,15
"Foster, W.",YKW,2,1,0,0,0,0,0,0,0,0,0,0,3,15
"Alexander, N.",YKW,1,0,0,0,0,0,0,0,0,0,0,0,3,15
