Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Beat, N.",SAR,10,0,0,0,0,0,0,0,0,0,0,0,7,24
"Dillmiballs, F.",SAR,9,0,0,0,0,0,0,0,0,0,0,0,7,24
"Smart, M.",SAR,7,0,1,0,0,0,0,0,0,0,0,0,7,24
"Edd, B.",SAR,6,0,1,0,0,0,0,0,0,0,0,0,7,24
"Knight, L.",SAR,6,0,0,1,0,0,0,0,0,0,0,0,7,24
"Goku, S.",SAR,5,0,2,0,0,0,0,0,0,0,0,0,7,24
"Mango-Panda, H.",SAR,5,0,1,0,0,0,0,0,0,0,0,0,7,24
"d'Alcott, R.",SAR,4,0,1,0,0,0,0,0,0,0,0,0,7,24
"Nkiah, J.",SAR,3,0,0,0,0,0,0,0,0,0,0,0,7,24
"Clemente, C.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,7,24
"Karpaasi, M.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,7,24
"Adams, X.",SAR,1,0,0,2,0,0,0,0,0,0,0,0,7,24
"Witten, A.",NO,8,0,0,3,0,0,0,0,0,0,0,0,7,24
"Bode, Q.",NO,5,0,0,2,0,0,0,0,0,0,0,0,7,24
"Dissector, U.",NO,5,0,1,2,0,0,0,0,0,0,0,0,7,24
"Rector, D.",NO,4,0,0,0,0,0,0,0,0,0,0,0,7,24
"Rikiya, M.",NO,4,0,0,0,0,0,0,0,0,0,0,0,7,24
"Andrews, J.",NO,3,0,1,0,0,0,0,0,0,0,0,0,7,24
"Tu'inukuafe, B.",NO,3,0,1,0,0,0,0,0,0,0,0,0,7,24
"Ulysses, B.",NO,3,1,1,0,0,1,0,0,0,0,0,0,7,24
"Blaylock, M.",NO,2,0,1,0,0,0,0,0,0,0,0,0,7,24
"Hexagon, L.",NO,2,0,0,0,0,0,0,1,0,0,0,0,7,24
"Steel, H.",NO,2,0,0,0,0,0,0,0,1,0,0,0,7,24
