Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Boyd, C.",SAR,1,5,6,0,7,24
"Woakneoa, S.",SAR,1,10,2,0,7,24
"Angler, J.",SAR,1,5,0,0,7,24
"Back, R.",SAR,1,5,0,0,7,24
"Chan, R.",SAR,1,10,0,0,7,24
"McCabe, J.",SAR,0,0,5,0,7,24
"Doe, B.",SAR,0,0,3,1,7,24
"Smith, J.",SAR,0,0,2,1,7,24
"Bakhtiari, S.",SAR,0,0,1,0,7,24
"Ofyourlove, S.",NO,1,10,5,0,7,24
"Jimbo Jr., D.",NO,1,5,2,1,7,24
"McCormick, A.",NO,1,5,2,0,7,24
"Snyder, S.",NO,1,5,0,0,7,24
"Rubbe, G.",NO,0,0,8,0,7,24
"Brew, S.",NO,0,0,6,0,7,24
"Room, W.",NO,0,0,5,0,7,24
"Wolfcastle, R.",NO,0,0,5,0,7,24
"Gump, F.",NO,0,0,1,0,7,24
"Toriki, M.",NO,0,0,1,0,7,24
