Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Dawkins, S.",HON,8,0,1,1,0,0,0,0,0,0,0,0,11,24
"Waters, J.",HON,7,0,0,1,0,0,0,0,0,0,0,0,11,24
"Banks, J.",HON,6,0,0,2,0,0,0,0,0,0,0,0,11,24
"Kearse, J.",HON,6,2,2,0,0,0,0,0,0,0,0,0,11,24
"Kackpoo, H.",HON,5,0,0,3,0,0,0,0,0,0,0,0,11,24
"Thornton, B.",HON,4,0,0,0,0,0,0,0,0,0,0,0,11,24
"Arianlacher, M.",HON,3,0,0,1,1,0,0,0,0,0,0,0,11,24
"Ka'ana'ana, B.",HON,3,0,0,0,0,0,0,0,0,0,0,0,11,24
"Noble Jr., L.",HON,3,0,0,0,0,0,0,0,0,0,0,0,11,24
"Jackson, R.",HON,2,0,0,1,0,0,0,0,0,0,0,0,11,24
"Montain, A.",HON,2,2,0,0,0,0,0,0,0,0,0,0,11,24
"Dillmiballs, F.",SAR,8,0,0,0,0,0,0,0,0,0,0,0,11,24
"Knight, L.",SAR,7,0,0,2,0,0,0,0,0,0,0,0,11,24
"Nkiah, J.",SAR,6,0,0,0,0,0,0,0,0,0,0,0,11,24
"Goku, S.",SAR,5,0,0,0,0,0,0,0,0,0,0,0,11,24
"Adams, X.",SAR,4,0,0,0,0,0,0,0,0,0,0,0,11,24
"Clemente, C.",SAR,4,0,0,0,0,0,0,0,0,0,0,0,11,24
"Edd, B.",SAR,4,1,2,0,0,0,0,0,0,0,0,0,11,24
"Karpaasi, M.",SAR,3,1,0,0,0,0,0,0,0,0,0,0,11,24
"Mango-Panda, H.",SAR,3,0,0,0,0,0,0,0,0,0,0,0,11,24
"Beat, N.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,11,24
"Richards, E.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,11,24
"Smart, M.",SAR,2,0,0,0,0,0,0,0,0,0,0,0,11,24
