Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Oles, T.",CHI,1,10,5,1,4,21
"Castle, S.",CHI,1,15,0,0,4,21
"Jenkins, L.",CHI,0,0,5,0,4,21
"Leaf-Clover, R.",CHI,0,0,5,0,4,21
"GarlicMuffin, F.",CHI,0,0,4,0,4,21
"Leaf Jr., R.",CHI,0,0,2,0,4,21
"OnionBagel, F.",CHI,0,0,2,0,4,21
"Jeremy, R.",BAL,3,15,3,0,4,21
"Reed, A.",BAL,2,10,1,0,4,21
"Star, L.",BAL,1,15,5,0,4,21
"Williams, D.",BAL,1,5,2,0,4,21
"Marston, J.",BAL,1,10,0,0,4,21
"Steele, R.",BAL,0,0,7,1,4,21
"Diggler, D.",BAL,0,0,7,0,4,21
"Grey, S.",BAL,0,0,4,0,4,21
