Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Bayley, B.",NO,8,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Mills, B.",NO,8,1,0,0/0,1,0,0,0,"[0, 0, 0]"
"Oakes, B.",NO,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"O'Sullivan, J.",NO,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Keita, T.",NO,5,0,1,0/0,2,1,0,0,"[0, 0, 0]"
"King, G.",NO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fyodorovich, V.",NO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Harrison, W.",NO,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Rax, L.",NO,2,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Enchant, E.",OCO,11,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Brown, M.",OCO,7,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Broxton, J.",OCO,7,0,0,0/0,3,1,0,0,"[0, 0, 0]"
"Ramero, R.",OCO,6,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",OCO,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Winchester, A.",OCO,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kane, M.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sierra, R.",OCO,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Clegane, G.",OCO,2,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bagwell, N.",OCO,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
