Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Fulton, W.",COL,8,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Saint, J.",COL,8,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Cox, V.",COL,5,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Acolyte, B.",COL,3,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hayden, A.",COL,3,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Marmeladov, V.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"McNoodle, M.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Nasher, W.",COL,2,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Teagarden, E.",COL,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Bowden, M.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Carter, P.",COL,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Hansen, A.",YKW,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Shelton, L.",YKW,10,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Flimjollywop, S.",YKW,9,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Hampshireton, R.",YKW,8,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle, D.",YKW,5,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Spearhead, J.",YKW,5,1,1,0/0,0,0,0,0,"[0, 0, 0]"
"Sanchez, P.",YKW,4,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rivere, H.",YKW,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cutter, D.",YKW,2,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Green, B.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lillico, J.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ramrio, M.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Bender, T.",YKW,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Varga, T.",YKW,1,0,1,0/0,0,0,0,0,"[0, 0, 0]"
