Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Mendonca, M.",AUS,6,95,15.8,40,0,13,24
"Gaines, N.",AUS,6,65,10.8,20,1,13,24
"Jeeta, E.",AUS,6,58,9.7,13,0,13,24
"Videl-San, N.",AUS,4,31,7.8,17,0,13,24
"Jones, K.",AUS,3,21,7,8,1,13,24
"Larson, P.",AUS,2,30,15,16,0,13,24
"Tidwell, R.",AUS,2,18,9,10,1,13,24
"Donut, S.",AZ,7,91,13,30,1,13,24
"Passmann, T.",AZ,5,58,11.6,28,0,13,24
"Evans, H.",AZ,4,72,18,28,0,13,24
"Petrongolo, J.",AZ,2,21,10.5,11,0,13,24
"Keppler, Z.",AZ,2,11,5.5,6,0,13,24
"Bur'Berry, J.",AZ,2,9,4.5,5,0,13,24
