Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Selich, A.",YKW,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kroustis, G.",YKW,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,5,0,0,0/0,3,1,0,1,"[0, 0, 0]"
"Grithead, D.",YKW,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Lewis, L.",YKW,4,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,2,0,0,0/0,4,0,0,0,"[0, 0, 0]"
"Maulolo, C.",YKW,2,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Smyles, L.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,1,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kearse, J.",YKW,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bigsby, C.",YKW,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Gabagool, T.",COL,15,0,0,0/0,1,1,0,0,"[0, 0, 0]"
"Parker, P.",COL,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sinclair, Q.",COL,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Berry, M.",COL,5,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Hornbacher, A.",COL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lejune, L.",COL,5,0,1,0/0,2,1,0,0,"[0, 0, 0]"
"Purchase, L.",COL,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Thumper, B.",COL,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Taffy, T.",COL,3,1,1,1/0,0,0,0,0,"[0, 0, 0]"
"Bacon, T.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ocewilder, S.",COL,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
