Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Grey, S.",BAL,2,25,3,1,2,5
"Taylor, O.",BAL,1,15,1,0,2,5
"Andres, J.",BAL,1,13,0,0,2,5
"Fletcher, G.",BAL,1,10,0,0,2,5
"Stormblessed, N.",BAL,1,5,0,0,2,5
"Wachter, J.",BAL,1,7,0,0,2,5
"Willie, T.",BAL,1,3,0,0,2,5
"Diggler, D.",BAL,0,0,8,0,2,5
"Jeremy, R.",BAL,0,0,4,0,2,5
"Star, L.",BAL,0,0,2,0,2,5
"Steele, R.",BAL,0,0,2,0,2,5
"Cuzheforcedlegiontoretire, B.",LV,1,5,4,0,2,5
"McBooty, B.",LV,1,10,2,0,2,5
"Lockkeu, V.",LV,1,5,0,0,2,5
"Noble, L.",LV,1,15,0,0,2,5
"Savea, A.",LV,1,10,0,0,2,5
"Swift, T.",LV,0,0,4,0,2,5
"Shaq, B.",LV,0,0,3,0,2,5
"Askins, J.",LV,0,0,1,0,2,5
"LittlerBot, S.",LV,0,0,1,0,2,5
