Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Jadakiss, D.",AZ,1,5,0,0,6,23
"Buckley, B.",AZ,0,0,6,0,6,23
"Unk, J.",AZ,0,0,5,0,6,23
"Golladay, C.",AZ,0,0,4,1,6,23
"Arbage, G.",AZ,0,0,4,0,6,23
"Block, T.",AZ,0,0,4,0,6,23
"Yoda, B.",AZ,0,0,3,0,6,23
"Evans, H.",AZ,0,0,2,0,6,23
"Williams, D.",BAL,1,15,1,0,6,23
"Avery, E.",BAL,1,5,0,0,6,23
"Stackinpaper, B.",BAL,1,5,0,0,6,23
"Jeremy, R.",BAL,0,0,2,1,6,23
"Steele, R.",BAL,0,0,2,1,6,23
"Diggler, D.",BAL,0,0,1,0,6,23
"Dolls, B.",BAL,0,0,1,0,6,23
"Lewandowski, J.",BAL,0,0,1,0,6,23
"Skuff, R.",BAL,0,0,1,0,6,23
"Star, L.",BAL,0,0,1,0,6,23
