Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Hexagon, L.",NO,9,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,3,25
"Blaylock, M.",NO,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Bode, Q.",NO,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Light, B.",NO,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Witten, A.",NO,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,3,25
"Rikiya, M.",NO,4,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Simwell, L.",NO,4,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Rector, D.",NO,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,3,25
"Button, Q.",NO,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,3,25
"Dissector, U.",NO,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Ranger, A.",NO,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Toblerone, M.",NO,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Brackenridge, T.",SJS,9,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Hilliard, R.",SJS,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Lanier, B.",SJS,9,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Cloudera, Y.",SJS,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Stein, P.",SJS,4,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,3,25
"Allen, O.",SJS,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Fisher, G.",SJS,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Vaughne, R.",SJS,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,3,25
"Bass, L.",SJS,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"Crowder, R.",SJS,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,3,25
"PickSix, H.",SJS,1,0,0,0/0,4,0,0,0,0/0/0,0,0,0,0,3,25
"Lee, B.",SJS,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,3,25
