Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Kanoff, J.",OCO,0,0,6,0,6,26
"Beerus, L.",OCO,0,0,4,0,6,26
"Trunks, F.",OCO,0,0,4,0,6,26
"Evans, H.",OCO,0,0,3,0,6,26
"Mo, N.",OCO,0,0,3,0,6,26
"Kimanje, J.",OCO,0,0,2,0,6,26
"Nakamura, T.",OCO,0,0,1,0,6,26
"Phillips, J.",OCO,0,0,1,0,6,26
"Hamel, M.",NY,1,5,3,0,6,26
"Kong, D.",NY,1,5,3,0,6,26
"Alexander, M.",NY,0,0,5,1,6,26
"Bawlls, B.",NY,0,0,5,0,6,26
"Kong, F.",NY,0,0,5,0,6,26
"Kong, C.",NY,0,0,3,0,6,26
"Rogers, C.",NY,0,0,1,1,6,26
"Owens, A.",NY,0,0,1,0,6,26
