Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Joestar, J.",OCO,14,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Biggums, T.",OCO,12,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,6,26
"Jones, D.",OCO,9,0,1,0/0,2,0,0,0,0/0/0,0,0,0,0,6,26
"Booker, B.",OCO,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Tank, G.",OCO,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Abernathy, K.",OCO,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,6,26
"Eagle, R.",OCO,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Scott, R.",OCO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Vegeta, P.",OCO,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Wheezer, C.",OCO,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Bob, B.",OCO,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"McGullager, T.",NY,10,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Banks, J.",NY,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Winchester, H.",NY,6,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"QuakStak, D.",NY,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Roberts, B.",NY,4,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,6,26
"Kearse, J.",NY,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Thumper, B.",NY,3,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,6,26
"McDavid, L.",NY,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Griddle, M.",NY,1,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Kirkby, T.",NY,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Ocewilder, S.",NY,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
