Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Thomaslacher, B.",YKW,9,0,0,1/1,0,0,0,0,0/0/0,1,0,0,0,14,25
"Hellzapoppin, J.",YKW,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Valdyr, M.",YKW,7,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,14,25
"Quaid, D.",YKW,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Alexander, N.",YKW,5,2,2,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Foster, D.",YKW,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Money, P.",YKW,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Leonard, M.",YKW,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,14,25
"Thebaw, S.",YKW,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Cho, J.",YKW,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Dookmarriot, L.",YKW,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Drake, J.",COL,8,0,0,0/0,3,0,0,0,0/0/0,0,0,0,0,14,25
"de Pengu, A.",COL,5,0,0,1/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Parker, P.",COL,5,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,14,25
"Purchase, L.",COL,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,14,25
"Sly, G.",COL,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Scott, R.",COL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Smoothie, E.",COL,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Blackstone, I.",COL,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Murder-Moose, M.",COL,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,14,25
"Ruschmann, A.",COL,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
"Stephens, W.",COL,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,14,25
