Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Atwell, T.",OCO,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Fyodorovich, V.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Enchant, E.",OCO,6,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Winchester, A.",OCO,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Bavitz, I.",OCO,4,0,2,0/0,1,0,0,0,"[0, 0, 0]"
"King, J.",OCO,3,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Wozy, F.",OCO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Sierra, R.",OCO,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Spector, M.",OCO,2,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Clegane, G.",OCO,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lee, J.",PHI,10,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Cushing, K.",PHI,7,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Tucker, P.",PHI,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Marmeladov, V.",PHI,6,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Rove, C.",PHI,6,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Hendrix, M.",PHI,5,0,1,0/0,1,1,0,0,"[0, 0, 0]"
"Kamaka, E.",PHI,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"King, G.",PHI,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Davidson, D.",PHI,3,2,1,0/0,0,0,0,0,"[0, 0, 0]"
"Flock, R.",PHI,3,0,2,0/0,0,0,0,0,"[0, 0, 0]"
"Bagwell, N.",PHI,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
