Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Brannigan, Z.",SJS,1,10,5,0,6,11
"Barnhardt, B.",SJS,1,10,0,0,6,11
"Kane III, T.",SJS,1,5,0,0,6,11
"Rucker, F.",SJS,1,5,0,0,6,11
"Orosz, C.",SJS,0,0,2,0,6,11
"Jahelpme, H.",SJS,0,0,2,0,6,11
"McKoutchie, M.",SJS,0,0,2,0,6,11
"Tacktheritrix, J.",SJS,0,0,2,0,6,11
"Canton, J.",SJS,0,0,1,0,6,11
"Probincrux III, D.",SJS,0,0,1,0,6,11
"Tuck Jr., T.",SJS,0,0,1,0,6,11
"Ory, K.",NO,1,10,8,0,6,11
"Roll, J.",NO,1,5,5,0,6,11
"Fyodorovich, V.",NO,1,5,0,0,6,11
"Harrison, W.",NO,1,15,0,0,6,11
"Rax, L.",NO,1,15,0,0,6,11
"Bolden, B.",NO,0,0,6,0,6,11
"Yobanna-Kanayochukwu, C.",NO,0,0,5,1,6,11
"Ruffins, K.",NO,0,0,5,1,6,11
"Armstrong, L.",NO,0,0,2,0,6,11
"Smallwood, D.",NO,0,0,1,0,6,11
