Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Oles, K.",SJS,1,10,0,0,13,15
"Orosz, C.",SJS,1,13,0,0,13,15
"Rucker, F.",SJS,0,0,5,0,13,15
"McKoutchie, M.",SJS,0,0,3,0,13,15
"Olsen, C.",SJS,0,0,3,0,13,15
"Probincrux III, D.",SJS,0,0,3,0,13,15
"Jahelpme, H.",SJS,0,0,2,0,13,15
"Davenport, C.",SJS,0,0,1,1,13,15
"Tacktheritrix, J.",SJS,0,0,1,0,13,15
"Belongwithme, H.",NO,1,15,6,0,13,15
"Maximus III, B.",NO,1,10,0,0,13,15
"Ramsey Jr., G.",NO,1,5,0,0,13,15
"Sackless, S.",NO,0,0,6,0,13,15
"Sno, F.",NO,0,0,5,2,13,15
"Spais, B.",NO,0,0,5,0,13,15
"Watyumaidmedu, L.",NO,0,0,4,0,13,15
"Francisco, S.",NO,0,0,3,0,13,15
"Danielsson, A.",NO,0,0,2,2,13,15
"Swift, T.",NO,0,0,2,1,13,15
