Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Schell, A.",BER,13,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"McCringleberry, H.",BER,11,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Blanco, B.",BER,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Quinn, A.",BER,7,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Jones, S.",BER,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Krause, M.",BER,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Lenkins, J.",BER,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"VonPebbles, M.",BER,3,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"McMullet, B.",BER,2,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Miller II, C.",BER,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Steel, H.",BER,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"McJimmerson, D.",YKW,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Arianlacher, M.",YKW,7,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Quaid, D.",YKW,6,1,1,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Foster, D.",YKW,5,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,5,26
"Cho, J.",YKW,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Hellzapoppin, J.",YKW,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Leonard, M.",YKW,3,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,5,26
"Money, P.",YKW,3,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Valdyr, M.",YKW,3,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,5,26
"Slammu, B.",YKW,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
"Alexander, N.",YKW,1,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,5,26
