Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"D'Attoria V, R.",PHI,11,0,0,0,0,0,0,1,0,0,0,0,10,21
"Stephens, W.",PHI,11,0,0,0,0,0,0,0,0,0,0,0,10,21
"Howyanow, W.",PHI,9,0,0,1,0,0,0,0,0,0,0,0,10,21
"McMorris, J.",PHI,7,0,0,0,0,0,0,0,0,0,0,0,10,21
"Emoji, E.",PHI,5,0,0,2,0,0,0,0,0,0,0,0,10,21
"McKinnie, L.",PHI,5,0,2,0,0,0,0,0,0,0,0,0,10,21
"ILove, G.",PHI,3,1,1,0,0,0,0,0,0,0,0,0,10,21
"Garnett, L.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,10,21
"Morris, R.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,10,21
"Franchet, M.",PHI,1,0,1,0,0,0,0,0,0,0,0,0,10,21
"Personsacker, J.",PHI,1,1,0,0,0,0,0,0,0,0,0,0,10,21
"Lee, L.",CHI,11,0,0,0,0,0,0,0,0,0,0,0,10,21
"Hockhertz, M.",CHI,7,0,0,1,0,0,0,0,0,0,0,0,10,21
"Schneider, D.",CHI,6,0,0,0,0,0,0,0,0,0,0,0,10,21
"Rambo, J.",CHI,5,0,1,0,0,0,0,0,0,0,0,0,10,21
"Beat, N.",CHI,4,0,0,0,0,0,0,0,0,0,0,0,10,21
"Skarsgard, T.",CHI,4,0,1,0,0,0,0,0,0,0,0,0,10,21
"Espeeyeeseetee, A.",CHI,3,0,0,1,0,0,0,0,0,0,0,0,10,21
"Ridley, X.",CHI,3,0,0,2,1,0,0,0,0,0,0,0,10,21
"Vassallo, S.",CHI,2,1,0,0,0,0,0,0,0,0,0,0,10,21
"Harris, B.",CHI,1,0,0,0,0,0,0,0,0,0,0,0,10,21
"Oles, T.",CHI,0,0,0,0,0,0,0,0,1,0,0,0,10,21
