Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Dropson, J.",PHI,1,15,0,0,10,21
"Stephens, W.",PHI,1,5,0,0,10,21
"Van Buren, M.",PHI,0,0,8,1,10,21
"Tyler, J.",PHI,0,0,7,0,10,21
"Hayes, R.",PHI,0,0,4,0,10,21
"Arthur, C.",PHI,0,0,2,0,10,21
"Dotson, F.",PHI,0,0,2,0,10,21
"Hank, F.",CHI,1,15,1,0,10,21
"GarlicMuffin, F.",CHI,0,0,5,0,10,21
"Oles, T.",CHI,0,0,4,1,10,21
"Jenkins, L.",CHI,0,0,3,0,10,21
"OnionBagel, F.",CHI,0,0,2,0,10,21
"Leaf Jr., R.",CHI,0,0,1,0,10,21
"Leaf-Clover, R.",CHI,0,0,1,0,10,21
