Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Miller, H.",COL,10,102,10.2,24,3,10,10
"North, F.",COL,7,103,14.7,37,0,10,10
"Aaron, D.",COL,7,94,13.4,25,1,10,10
"Chipmunk, A.",COL,7,53,7.6,13,0,10,10
"Wheat, B.",COL,3,48,16,29,0,10,10
"Grau, M.",COL,2,1,0.5,1,0,10,10
"Kroetch, D.",COL,1,3,3,3,0,10,10
"Flash, X.",SJS,4,55,13.8,28,0,10,10
"Brannigan, Z.",SJS,3,26,8.7,15,0,10,10
"Weston, S.",SJS,2,39,19.5,31,0,10,10
"Oles, K.",SJS,2,30,15,30,0,10,10
"Riddick, D.",SJS,2,12,6,10,0,10,10
"Tuck Jr., T.",SJS,2,10,5,6,0,10,10
