Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Nikko, G.",BAL,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Vans, R.",BAL,9,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Green, W.",BAL,8,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Taffy, T.",BAL,7,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Troyski, X.",BAL,7,0,0,0/0,2,1,0,0,"[0, 0, 0]"
"Acho, M.",BAL,5,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Baldari, F.",BAL,5,2,1,0/0,0,0,0,0,"[0, 0, 0]"
"Beaner, S.",BAL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Uchiha, L.",BAL,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Marston, J.",BAL,4,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Bakshi, S.",BAL,3,2,0,0/0,0,0,0,0,"[0, 0, 0]"
"Havran, C.",BAL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Reed, A.",BAL,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Selich, A.",YKW,10,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Alexander, N.",YKW,7,1,1,1/0,0,0,0,0,"[0, 0, 0]"
"Grithead, D.",YKW,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lejune, L.",YKW,6,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Virtanen, M.",YKW,6,0,1,0/0,2,0,0,0,"[0, 0, 0]"
"Quaid, D.",YKW,4,0,0,0/0,1,0,0,0,"[0, 0, 0]"
"Kearse, J.",YKW,3,1,0,0/0,0,0,0,0,"[0, 0, 0]"
"Leonard, M.",YKW,3,0,0,0/0,2,1,0,1,"[0, 0, 0]"
"Kroustis, G.",YKW,2,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Maulolo, C.",YKW,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Snuggles, J.",YKW,2,0,0,0/0,2,0,0,0,"[0, 0, 0]"
