Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Jones, S.",BER,10,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Schell, A.",BER,8,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,15,25
"Richards, E.",BER,7,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"McCringleberry, H.",BER,6,0,1,0/0,4,0,0,0,0/0/0,0,0,0,0,15,25
"Blanco, B.",BER,5,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Krause, M.",BER,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Miller II, C.",BER,4,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Quinn, A.",BER,2,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,15,25
"Vassallo, S.",BER,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"VonPebbles, M.",BER,2,0,1,0/0,0,0,0,0,1/0/0,0,1,0,0,15,25
"DeSoto, J.",PHI,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Cross, M.",PHI,10,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Suzuki, S.",PHI,9,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Gronlie, T.",PHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Haywood, H.",PHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Booker, B.",PHI,5,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Eriksen, W.",PHI,5,0,1,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"D'Attoria V, R.",PHI,4,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Wrecks, T.",PHI,4,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Zelos, J.",PHI,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Om, T.",PHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
