Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Jadakiss, D.",AZ,7,0,0,1/1,0,0,0,0,0/0/0,1,0,0,0,6,26
"Koniecpolski, S.",AZ,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Roth, C.",AZ,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Scarlett, D.",AZ,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Wilf, G.",AZ,6,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Gillion, M.",AZ,5,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Crunk, T.",AZ,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Eriksen, W.",AZ,4,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,6,26
"Ryeu, S.",AZ,4,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Burfict, L.",AZ,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Miller, P.",AZ,1,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Noble Jr., L.",AZ,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Cone, T.",AZ,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,6,26
"Mango-Panda, H.",SAR,11,0,0,2/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Utterstruzen, T.",SAR,10,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,6,26
"Clemente, C.",SAR,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Goku, S.",SAR,4,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Karpaasi, M.",SAR,3,2,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Patterson, P.",SAR,3,0,0,0/0,2,0,0,0,0/0/0,0,0,0,0,6,26
"De Ville, D.",SAR,2,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Dillmiballs, F.",SAR,2,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Heights, A.",SAR,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Andrews, H.",SAR,1,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,6,26
"Beat, N.",SAR,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,6,26
"Nkiah, J.",SAR,0,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,6,26
