Player,Team,Rec,Yds,Avg,Lg,rec_TD,W,S
"Sakura, K.",YKW,4,83,20.8,42,1,10,25
"Walker, M.",YKW,4,79,19.8,55,0,10,25
"Kross, C.",YKW,3,52,17.3,31,0,10,25
"Vermillion, J.",YKW,3,27,9,13,0,10,25
"Skyline, A.",YKW,2,41,20.5,32,0,10,25
"Rechs, Z.",YKW,2,15,7.5,8,0,10,25
"Donut, S.",AZ,7,121,17.3,36,1,10,25
"Evans, H.",AZ,7,102,14.6,39,0,10,25
"Raccoon, R.",AZ,3,15,5,6,2,10,25
"Passmann, T.",AZ,2,75,37.5,48,0,10,25
"Hanyadi, M.",AZ,2,29,14.5,29,0,10,25
"Thorbjornsson, G.",AZ,2,11,5.5,6,0,10,25
"Raimon, T.",AZ,1,11,11,11,0,10,25
