Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG
"Rambo, J.",AUS,9,0,0,0/0,2,0,0,0,"[0, 0, 0]"
"Sexjoke, A.",AUS,9,0,0,1/0,1,0,0,0,"[0, 0, 0]"
"Okura, T.",AUS,8,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Kuusela, G.",AUS,7,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Summers, H.",AUS,7,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Edmond, H.",AUS,6,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Lavelle Jr., D.",AUS,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"MacGregor, G.",AUS,4,0,1,0/0,0,0,0,0,"[0, 0, 0]"
"Egghands, T.",AUS,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Idlewyld, K.",AUS,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"McTackle, R.",AUS,1,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Cole, E.",AUS,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
"Bode, Q.",NO,12,0,0,1/0,0,0,0,0,"[0, 0, 0]"
"Adams, X.",NO,9,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Dissector, U.",NO,6,0,1,0/0,1,0,0,0,"[0, 0, 0]"
"Blaylock, M.",NO,5,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Rector, D.",NO,3,0,0,0/0,3,0,0,0,"[0, 0, 0]"
"Taylor, D.",NO,3,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Ironside, B.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Jimbo Jr., D.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Tu'inukuafe, B.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Witten, A.",NO,2,0,0,0/0,0,0,0,0,"[0, 0, 0]"
"Toriki, M.",NO,0,0,0,0/1,0,0,0,0,"[0, 0, 0]"
