Player,Team,Tck,TFL,Sack,FF/FR,PD,Int,Sfty,def_TD,Blk P/XP/FG,FF,Blk P,Blk XP,Blk FG,W,S
"Hockhertz, M.",CHI,11,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Shields, T.",CHI,11,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Domine, J.",CHI,9,0,0,0/0,1,0,0,0,0/0/0,0,0,0,0,15,25
"Brooks, D.",CHI,6,0,0,1/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Firestorm-Fjord, O.",CHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Hayes, V.",CHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"MacAndrew, H.",CHI,6,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Smirh, J.",CHI,4,0,2,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"d'Alcott, R.",CHI,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Eller, A.",CHI,3,1,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Oles JR, T.",CHI,3,0,0,0/0,3,1,0,0,0/0/0,0,0,0,0,15,25
"QuakStak, D.",NY,11,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Banks, J.",NY,9,0,1,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Winchester, H.",NY,8,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Andrews, J.",NY,7,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,15,25
"Kirkby, T.",NY,4,0,0,0/0,1,1,0,0,0/0/0,0,0,0,0,15,25
"Kearse, J.",NY,3,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"McGullager, T.",NY,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"McTackle, R.",NY,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Ocewilder, S.",NY,2,1,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Thumper, B.",NY,2,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Roberts, B.",NY,1,0,0,0/0,0,0,0,0,0/0/0,0,0,0,0,15,25
"Rool, K.",NY,0,0,0,0/1,0,0,0,0,0/0/0,1,0,0,0,15,25
