Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Chains, J.",SJS,1,5,9,0,5,16
"Olsen, C.",SJS,1,5,0,0,5,16
"Willis, T.",SJS,0,0,8,0,5,16
"Paracomida, G.",SJS,0,0,6,1,5,16
"Jeffries, W.",SJS,0,0,2,1,5,16
"Wright, D.",SJS,0,0,2,0,5,16
"Johnson, R.",SJS,0,0,1,0,5,16
"Aste, W.",AZ,1,15,4,0,5,16
"Rash, T.",AZ,1,5,3,0,5,16
"Irving, J.",AZ,1,5,2,0,5,16
"Mack, M.",AZ,1,4,0,0,5,16
"Morris, R.",AZ,1,15,0,0,5,16
"Woodham, A.",AZ,1,15,0,0,5,16
"Unk, J.",AZ,0,0,3,0,5,16
"Zephyrous, S.",AZ,0,0,3,0,5,16
"Arbage, G.",AZ,0,0,2,0,5,16
"Ebris, D.",AZ,0,0,2,0,5,16
"Murphy, J.",AZ,0,0,1,0,5,16
"Moore, S.",AZ,0,0,0,1,5,16
"Shady, S.",AZ,0,0,0,1,5,16
