Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Riposte, F.",SAR,3,35,0,0,9,22
"Doe, B.",SAR,1,5,8,0,9,22
"McTaco, P.",SAR,1,10,2,0,9,22
"Franchet, M.",SAR,1,5,0,0,9,22
"Nkiah, J.",SAR,1,15,0,0,9,22
"Witheblock, M.",SAR,1,5,0,0,9,22
"Woakneoa, S.",SAR,0,0,8,0,9,22
"Fifty-One, L.",SAR,0,0,6,1,9,22
"Smith, J.",SAR,0,0,5,0,9,22
"Bakhtiari, S.",SAR,0,0,4,0,9,22
"Frost, D.",SAR,0,0,1,0,9,22
"Steele, R.",BAL,2,14,4,0,9,22
"Bean, S.",BAL,2,10,0,0,9,22
"Skuff, R.",BAL,1,15,2,0,9,22
"Annastesia, N.",BAL,1,5,0,0,9,22
"De Ville, D.",BAL,1,5,0,0,9,22
"Lewandowski, J.",BAL,1,5,0,0,9,22
"Diggler, D.",BAL,0,0,4,0,9,22
"Dolls, B.",BAL,0,0,3,0,9,22
"Star, L.",BAL,0,0,2,1,9,22
"Jeremy, R.",BAL,0,0,1,0,9,22
"Williams, D.",BAL,0,0,1,0,9,22
