Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Ofyourlove, S.",NO,0,0,6,0,10,23
"Room, W.",NO,0,0,6,0,10,23
"Brew, S.",NO,0,0,4,0,10,23
"Rubbe, G.",NO,0,0,4,0,10,23
"Jimbo Jr., D.",NO,0,0,2,0,10,23
"Gump, F.",NO,0,0,1,0,10,23
"McCormick, A.",NO,0,0,1,0,10,23
"Toriki, M.",NO,0,0,1,0,10,23
"Wolfcastle, R.",NO,0,0,1,0,10,23
"Woakneoa, S.",SAR,1,5,4,0,10,23
"Frost, D.",SAR,1,15,2,0,10,23
"Back, R.",SAR,1,5,1,1,10,23
"Karpaasi, M.",SAR,1,5,0,0,10,23
"Mango-Panda, H.",SAR,1,5,0,0,10,23
"McCabe, J.",SAR,0,0,5,0,10,23
"Doe, B.",SAR,0,0,4,1,10,23
"Boyd, C.",SAR,0,0,3,0,10,23
"Smith, J.",SAR,0,0,2,0,10,23
"Bakhtiari, S.",SAR,0,0,1,0,10,23
