Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Dermot, F.",OCO,0,0,4,0,6,9
"Dermot, F.",OCO,0,0,4,0,6,9
"Dermot, F.",OCO,0,0,3,0,6,9
"Dermot, F.",OCO,0,0,1,2,6,9
"Dermot, F.",OCO,0,0,1,0,6,9
"Yates, J.",OCO,0,0,1,0,6,9
"Mackworthy, R.",AZ,2,20,2,0,6,9
"Robotman, B.",AZ,1,10,4,1,6,9
"Robotman, C.",AZ,1,10,4,1,6,9
"Crindy, B.",AZ,1,10,1,0,6,9
"Ernston, H.",AZ,1,5,0,0,6,9
"Floggity, J.",AZ,1,5,0,0,6,9
"Waiters, A.",AZ,1,5,0,0,6,9
"Robotman, A.",AZ,0,0,8,1,6,9
"Robotman, D.",AZ,0,0,8,0,6,9
"Robotman, E.",AZ,0,0,3,0,6,9
