Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Hank, F.",PHI,1,5,2,0,11,16
"Arthur, C.",PHI,1,5,0,0,11,16
"Thomas, S.",PHI,1,5,0,0,11,16
"Varga, N.",PHI,1,10,0,0,11,16
"Fillmore, M.",PHI,0,0,7,0,11,16
"Hayes, R.",PHI,0,0,4,0,11,16
"Tyler, J.",PHI,0,0,3,0,11,16
"Van Buren, M.",PHI,0,0,3,0,11,16
"Jones, V.",PHI,0,0,2,0,11,16
"Brannigan, Z.",PHI,0,0,1,0,11,16
"Pooky, S.",YKW,1,5,6,1,11,16
"Kroustis, G.",YKW,1,5,0,0,11,16
"Amper, T.",YKW,0,0,7,0,11,16
"Rchonsucks, A.",YKW,0,0,2,1,11,16
"Canton, J.",YKW,0,0,1,0,11,16
"Ones, B.",YKW,0,0,1,0,11,16
