Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Diggler, D.",BAL,1,10,5,0,2,23
"Dolls, B.",BAL,0,0,8,0,2,23
"Lewandowski, J.",BAL,0,0,5,0,2,23
"Steele, R.",BAL,0,0,3,0,2,23
"Jeremy, R.",BAL,0,0,2,1,2,23
"Star, L.",BAL,0,0,1,0,2,23
"Thruster, D.",COL,1,5,5,0,2,23
"Centre, S.",COL,1,5,4,0,2,23
"Guard, L.",COL,1,5,3,0,2,23
"Sauce, E.",COL,1,10,2,0,2,23
"Arrow, R.",COL,1,5,0,0,2,23
"Kingston, J.",COL,1,5,0,0,2,23
"Tackle, L.",COL,0,0,10,0,2,23
"Guard, R.",COL,0,0,5,0,2,23
"Gilbert, R.",COL,0,0,1,0,2,23
"Owens, A.",COL,0,0,1,0,2,23
