Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Dotson, F.",PHI,1,10,5,0,8,19
"Fillmore, M.",PHI,1,5,4,0,8,19
"ILove, G.",PHI,1,15,0,0,8,19
"Varga, N.",PHI,1,5,0,0,8,19
"Van Buren, M.",PHI,0,0,7,0,8,19
"Arthur, C.",PHI,0,0,5,0,8,19
"Hayes, R.",PHI,0,0,3,0,8,19
"Tyler, J.",PHI,0,0,2,0,8,19
"Hank, F.",PHI,0,0,1,0,8,19
"Donut, S.",AZ,2,10,0,0,8,19
"Ruff, R.",AZ,1,8,1,0,8,19
"Oles, K.",AZ,1,5,0,0,8,19
"Rash, T.",AZ,0,0,7,0,8,19
"Aste, W.",AZ,0,0,6,1,8,19
"Arbage, G.",AZ,0,0,5,0,8,19
"Unk, J.",AZ,0,0,5,0,8,19
"Block, T.",AZ,0,0,4,0,8,19
"Ebris, D.",AZ,0,0,2,0,8,19
"Irving, J.",AZ,0,0,2,0,8,19
