Player,Team,Tck,TFL,Sack,PD,Int,Sfty,def_TD,FF,FR,Blk P,Blk XP,Blk FG,W,S
"Marmeladov, V.",PHI,13,0,0,0,0,0,0,0,0,0,0,0,13,4
"Hendrix, M.",PHI,11,1,1,0,0,0,0,0,0,0,0,0,13,4
"Kamaka, E.",PHI,11,0,1,0,0,0,0,0,0,0,0,0,13,4
"Jefferson, L.",PHI,6,0,0,0,0,0,0,0,0,0,0,0,13,4
"Hackett, A.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,13,4
"Washington, L.",PHI,5,0,0,0,0,0,0,0,0,0,0,0,13,4
"Tucker, P.",PHI,4,1,1,0,0,0,0,0,0,0,0,0,13,4
"Cushing, K.",PHI,3,0,0,2,0,0,0,0,0,0,0,0,13,4
"Oles, T.",PHI,3,0,0,0,0,0,0,0,0,0,0,0,13,4
"Davidson, D.",PHI,2,0,1,0,0,0,0,0,0,0,0,0,13,4
"Ramrio, M.",PHI,2,0,0,0,0,0,0,0,0,0,0,0,13,4
"North, F.",PHI,0,0,0,0,0,0,0,0,0,0,0,0,13,4
"Ridley, W.",YKW,7,0,0,1,0,0,0,0,0,0,0,0,13,4
"Tiernan, L.",YKW,7,0,0,0,0,0,0,0,0,0,0,0,13,4
"Floggity, J.",YKW,6,0,0,2,0,0,0,0,0,0,0,0,13,4
"Bj̦rnsson, B.",YKW,4,0,1,0,0,0,0,0,0,0,0,0,13,4
"Kane, M.",YKW,4,0,0,0,0,0,0,0,0,0,0,0,13,4
"Lavelle, D.",YKW,4,0,0,4,0,0,0,0,0,0,0,0,13,4
"Fitzfatrick, R.",YKW,3,0,1,0,0,0,0,0,0,0,0,0,13,4
"Maddox, R.",YKW,3,2,1,0,0,0,0,0,0,0,0,0,13,4
"Hardrool, C.",YKW,2,0,0,0,0,0,0,0,0,0,0,0,13,4
"Shelton, L.",YKW,2,0,0,1,0,0,0,0,0,0,0,0,13,4
"Kennedy, E.",YKW,0,0,0,0,0,0,0,0,0,0,0,0,13,4
