Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Long, L.",LV,1,5,2,0,11,2
"Lecavalier, R.",LV,1,8,0,0,11,2
"Morgan, L.",LV,1,10,0,0,11,2
"Varga, T.",LV,1,15,0,0,11,2
"Weal, J.",LV,0,0,5,2,11,2
"Jefferspin, S.",LV,0,0,5,0,11,2
"Tebow, T.",LV,0,0,3,0,11,2
"Larsendorf, R.",LV,0,0,2,0,11,2
"Bigboy19, Z.",LV,0,0,1,1,11,2
"Savea, A.",LV,0,0,1,1,11,2
"Tenzini, G.",LV,0,0,1,0,11,2
"Verns, D.",OCO,3,25,0,0,11,2
"Bavitz, I.",OCO,2,10,0,0,11,2
"Kronen, R.",OCO,1,10,0,0,11,2
"Thor, L.",OCO,1,6,0,0,11,2
"Tomlinson, A.",OCO,1,5,0,0,11,2
"Hamilton, C.",OCO,0,0,8,0,11,2
"Winchester, A.",OCO,0,0,5,0,11,2
"Clegane, G.",OCO,0,0,4,1,11,2
"Finkenlarkin, S.",OCO,0,0,3,0,11,2
"Ferguson, D.",OCO,0,0,2,1,11,2
"Bowers Jr, V.",OCO,0,0,2,0,11,2
"Jenkins, L.",OCO,0,0,1,0,11,2
"Wright Jr, G.",OCO,0,0,1,0,11,2
