Player,Team,Penalties,Yards,Pancakes,Sacks Allowed,W,S
"Clark, T.",BAL,1,5,0,0,14,15
"Henry, J.",BAL,1,15,0,0,14,15
"Jeremy, R.",BAL,0,0,9,1,14,15
"Diggler, D.",BAL,0,0,2,0,14,15
"Star, L.",BAL,0,0,2,0,14,15
"Brown, M.",BAL,0,0,1,1,14,15
"Grey, S.",BAL,0,0,1,0,14,15
"L'Alto, V.",BAL,0,0,1,0,14,15
"Steele, R.",BAL,0,0,1,0,14,15
"Swift, T.",NO,1,5,1,1,14,15
"Jefferson IV, J.",NO,1,5,0,0,14,15
"Sackless, S.",NO,0,0,7,0,14,15
"Belongwithme, H.",NO,0,0,5,0,14,15
"Danielsson, A.",NO,0,0,3,0,14,15
"Watyumaidmedu, L.",NO,0,0,3,0,14,15
"Sno, F.",NO,0,0,2,0,14,15
"Spais, B.",NO,0,0,2,0,14,15
"Francisco, S.",NO,0,0,1,0,14,15
